Command,Chromosome,Sample_Size,Time_Taken,Memory_Used_MB,Input_file_size
compress,17,1,0:01.28,81944,17661212
decompress,17,1,0:00.51,243224,1474773
random_access,17,1,0:00.06,55640,1474773
random_access,17,1,0:00.06,45424,1474773
random_access,17,1,0:00.07,55748,1474773
compress,17,1,0:01.30,81524,17661212
decompress,17,1,0:00.55,243172,1474774
random_access,17,1,0:00.07,55780,1474774
random_access,17,1,0:00.07,45312,1474774
random_access,17,1,0:00.07,55848,1474774
compress,17,1,0:01.25,81192,17661212
decompress,17,1,0:00.54,243104,1474773
random_access,17,1,0:00.06,55844,1474773
random_access,17,1,0:00.05,45208,1474773
random_access,17,1,0:00.09,55788,1474773
compress,17,2,0:01.78,100104,30299910
decompress,17,2,0:00.82,301284,2443791
random_access,17,2,0:00.08,54316,2443791
random_access,17,2,0:00.10,54400,2443791
random_access,17,2,0:00.08,51492,2443791
compress,17,2,0:01.79,93284,30299910
decompress,17,2,0:00.82,315920,2443791
random_access,17,2,0:00.07,54204,2443791
random_access,17,2,0:00.09,54412,2443791
random_access,17,2,0:00.07,51688,2443791
compress,17,2,0:01.85,100308,30299910
decompress,17,2,0:00.82,315464,2443791
random_access,17,2,0:00.09,54200,2443791
random_access,17,2,0:00.08,54272,2443791
random_access,17,2,0:00.07,51712,2443791
compress,17,5,0:02.17,118460,42620512
decompress,17,5,0:01.11,330944,3289689
random_access,17,5,0:00.07,53464,3289689
random_access,17,5,0:00.06,46444,3289689
random_access,17,5,0:00.08,53304,3289689
compress,17,5,0:02.17,111200,42620512
decompress,17,5,0:01.08,343872,3289690
random_access,17,5,0:00.08,53504,3289690
random_access,17,5,0:00.08,46404,3289690
random_access,17,5,0:00.08,53472,3289690
compress,17,5,0:02.09,114460,42620512
decompress,17,5,0:01.05,343848,3289680
random_access,17,5,0:00.09,53452,3289680
random_access,17,5,0:00.06,46456,3289680
random_access,17,5,0:00.09,53488,3289680
compress,17,10,0:02.64,145900,61301331
decompress,17,10,0:01.40,365188,4244669
random_access,17,10,0:00.09,56508,4244669
random_access,17,10,0:00.10,56464,4244669
random_access,17,10,0:00.09,56500,4244669
compress,17,10,0:02.65,134220,61301331
decompress,17,10,0:01.32,365224,4244664
random_access,17,10,0:00.08,56568,4244664
random_access,17,10,0:00.09,56492,4244664
random_access,17,10,0:00.09,56548,4244664
compress,17,10,0:02.58,149856,61301331
decompress,17,10,0:01.33,365808,4244669
random_access,17,10,0:00.07,56572,4244669
random_access,17,10,0:00.07,56384,4244669
random_access,17,10,0:00.07,56604,4244669
compress,17,15,0:03.07,138340,79264029
decompress,17,15,0:01.62,382000,4946323
random_access,17,15,0:00.07,49720,4946323
random_access,17,15,0:00.08,56512,4946323
random_access,17,15,0:00.08,49724,4946323
compress,17,15,0:03.06,134016,79264029
decompress,17,15,0:01.66,394268,4946329
random_access,17,15,0:00.07,49684,4946329
random_access,17,15,0:00.09,56576,4946329
random_access,17,15,0:00.08,49632,4946329
compress,17,15,0:03.03,131020,79264029
decompress,17,15,0:01.62,383416,4946333
random_access,17,15,0:00.07,49616,4946333
random_access,17,15,0:00.08,56456,4946333
random_access,17,15,0:00.07,49660,4946333
compress,17,25,0:03.15,144464,101789289
decompress,17,25,0:01.77,401072,5458733
random_access,17,25,0:00.11,56924,5458733
random_access,17,25,0:00.08,57004,5458733
random_access,17,25,0:00.10,56800,5458733
compress,17,25,0:03.65,147672,101789289
decompress,17,25,0:01.85,399060,5458733
random_access,17,25,0:00.09,57016,5458733
random_access,17,25,0:00.11,56960,5458733
random_access,17,25,0:00.10,57100,5458733
compress,17,25,0:03.77,140992,101789289
decompress,17,25,0:01.82,392812,5458734
random_access,17,25,0:00.09,56956,5458734
random_access,17,25,0:00.11,56948,5458734
random_access,17,25,0:00.08,56944,5458734
compress,17,50,0:05.00,224380,185217573
decompress,17,50,0:02.60,435052,7044430
random_access,17,50,0:00.09,56860,7044430
random_access,17,50,0:00.11,56956,7044430
random_access,17,50,0:00.12,56912,7044430
compress,17,50,0:05.29,229944,185217573
decompress,17,50,0:02.66,435092,7044430
random_access,17,50,0:00.09,56960,7044430
random_access,17,50,0:00.11,56904,7044430
random_access,17,50,0:00.11,57072,7044430
compress,17,50,0:04.56,224816,185217573
decompress,17,50,0:02.65,453176,7044430
random_access,17,50,0:00.09,56920,7044430
random_access,17,50,0:00.09,56904,7044430
random_access,17,50,0:00.13,57108,7044430
compress,17,100,0:09.08,302376,371142045
decompress,17,100,0:04.08,514092,9078158
random_access,17,100,0:00.10,37452,9078158
random_access,17,100,0:00.10,57152,9078158
random_access,17,100,0:00.10,57260,9078158
compress,17,100,0:07.49,306212,371142045
decompress,17,100,0:04.14,501656,9078158
random_access,17,100,0:00.09,37304,9078158
random_access,17,100,0:00.09,57228,9078158
random_access,17,100,0:00.09,57152,9078158
compress,17,100,0:08.22,302736,371142045
decompress,17,100,0:04.03,521592,9078158
random_access,17,100,0:00.06,37336,9078158
random_access,17,100,0:00.11,57028,9078158
random_access,17,100,0:00.12,57236,9078158
compress,17,150,0:13.29,339956,586503756
decompress,17,150,0:05.04,528632,10700724
random_access,17,150,0:00.12,57364,10700724
random_access,17,150,0:00.13,57276,10700724
random_access,17,150,0:00.11,57272,10700724
compress,17,150,0:13.14,328616,586503756
decompress,17,150,0:05.14,526272,10700724
random_access,17,150,0:00.12,57204,10700724
random_access,17,150,0:00.12,57312,10700724
random_access,17,150,0:00.12,57300,10700724
compress,17,150,0:11.36,320356,586503756
decompress,17,150,0:05.16,552772,10700724
random_access,17,150,0:00.10,57420,10700724
random_access,17,150,0:00.12,57236,10700724
random_access,17,150,0:00.10,57096,10700724
compress,17,200,0:16.85,331840,808330792
decompress,17,200,0:06.32,557164,11859542
random_access,17,200,0:00.13,56928,11859542
random_access,17,200,0:00.11,56948,11859542
random_access,17,200,0:00.12,56808,11859542
compress,17,200,0:16.94,336112,808330792
decompress,17,200,0:06.51,573448,11859542
random_access,17,200,0:00.11,56840,11859542
random_access,17,200,0:00.12,56944,11859542
random_access,17,200,0:00.12,56868,11859542
compress,17,200,0:16.00,324148,808330792
decompress,17,200,0:06.13,567072,11859542
random_access,17,200,0:00.11,56960,11859542
random_access,17,200,0:00.14,56980,11859542
random_access,17,200,0:00.11,56868,11859542
compress,17,250,0:23.11,358956,1085454503
decompress,17,250,0:07.82,608892,13353232
random_access,17,250,0:00.12,57116,13353232
random_access,17,250,0:00.17,57148,13353232
random_access,17,250,0:00.18,57152,13353232
compress,17,250,0:21.71,348440,1085454503
decompress,17,250,0:07.79,585756,13353232
random_access,17,250,0:00.12,56976,13353232
random_access,17,250,0:00.11,57180,13353232
random_access,17,250,0:00.13,57224,13353232
compress,17,250,0:20.58,384376,1085454503
decompress,17,250,0:07.67,591748,13353232
random_access,17,250,0:00.14,57136,13353232
random_access,17,250,0:00.14,57144,13353232
random_access,17,250,0:00.12,57056,13353232
compress,17,500,0:51.40,421864,2606805764
decompress,17,500,0:14.43,658248,18572086
random_access,17,500,0:00.14,58140,18572086
random_access,17,500,0:00.18,57916,18572086
random_access,17,500,0:00.14,58056,18572086
compress,17,500,0:41.85,438520,2606805764
decompress,17,500,0:14.58,683268,18572086
random_access,17,500,0:00.15,58024,18572086
random_access,17,500,0:00.15,57924,18572086
random_access,17,500,0:00.15,57988,18572086
compress,17,500,0:49.79,429808,2606805764
decompress,17,500,0:14.49,653952,18572086
random_access,17,500,0:00.14,58108,18572086
random_access,17,500,0:00.16,57988,18572086
random_access,17,500,0:00.16,57932,18572086
compress,17,750,1:20.08,418684,4455144348
decompress,17,750,0:22.71,563328,23044143
random_access,17,750,0:00.08,39476,23044143
random_access,17,750,0:00.13,39160,23044143
random_access,17,750,0:00.12,39624,23044143
compress,17,750,1:23.05,426716,4455144348
decompress,17,750,0:22.76,570576,23044143
random_access,17,750,0:00.08,39504,23044143
random_access,17,750,0:00.08,39116,23044143
random_access,17,750,0:00.08,39616,23044143
compress,17,750,1:19.46,431796,4455144348
decompress,17,750,0:23.22,565408,23044143
random_access,17,750,0:00.07,39276,23044143
random_access,17,750,0:00.08,39400,23044143
random_access,17,750,0:00.07,39056,23044143
compress,17,1000,1:53.17,498804,6562002196
decompress,17,1000,0:31.37,587480,27240664
random_access,17,1000,0:00.09,39572,27240664
random_access,17,1000,0:00.13,39604,27240664
random_access,17,1000,0:00.10,39640,27240664
compress,17,1000,1:52.80,484016,6562002196
decompress,17,1000,0:31.38,602860,27240664
random_access,17,1000,0:00.10,39508,27240664
random_access,17,1000,0:00.07,39572,27240664
random_access,17,1000,0:00.10,39640,27240664
compress,17,1000,1:36.17,494664,6562002196
decompress,17,1000,0:31.83,599496,27240664
random_access,17,1000,0:00.09,39556,27240664
random_access,17,1000,0:00.08,39568,27240664
random_access,17,1000,0:00.08,39476,27240664
compress,17,1500,3:22.24,502656,11527309347
decompress,17,1500,0:54.73,664556,35056299
random_access,17,1500,0:00.08,38780,35056299
random_access,17,1500,0:00.10,38952,35056299
random_access,17,1500,0:00.12,39308,35056299
compress,17,1500,3:08.15,504180,11527309347
decompress,17,1500,0:54.95,712108,35056299
random_access,17,1500,0:00.09,38908,35056299
random_access,17,1500,0:00.09,38780,35056299
random_access,17,1500,0:00.11,39220,35056299
compress,17,1500,3:19.32,504752,11527309347
decompress,17,1500,0:54.90,724400,35056297
random_access,17,1500,0:00.08,38736,35056297
random_access,17,1500,0:00.10,39044,35056297
random_access,17,1500,0:00.09,39044,35056297
compress,17,2000,5:08.53,547332,17173706309
decompress,17,2000,1:19.92,785384,42600053
random_access,17,2000,0:00.13,42020,42600053
random_access,17,2000,0:00.10,40776,42600053
random_access,17,2000,0:00.11,41196,42600053
compress,17,2000,5:04.74,559272,17173706309
decompress,17,2000,1:20.14,813056,42600053
random_access,17,2000,0:00.13,42036,42600053
random_access,17,2000,0:00.10,40700,42600053
random_access,17,2000,0:00.11,40992,42600053
compress,17,2000,5:06.76,548040,17173706309
decompress,17,2000,1:19.44,786996,42600053
random_access,17,2000,0:00.13,42000,42600053
random_access,17,2000,0:00.10,40828,42600053
random_access,17,2000,0:00.12,41096,42600053
compress,17,2500,7:30.94,599168,23546278776
decompress,17,2500,1:44.37,672544,50251202
random_access,17,2500,0:00.05,31324,50251202
random_access,17,2500,0:00.11,32052,50251202
random_access,17,2500,0:00.07,31988,50251202
compress,17,2500,6:53.17,600468,23546278776
decompress,17,2500,1:45.39,688132,50251202
random_access,17,2500,0:00.05,31412,50251202
random_access,17,2500,0:00.07,32148,50251202
random_access,17,2500,0:00.07,32108,50251202
compress,17,2500,7:13.49,591100,23546278776
decompress,17,2500,1:44.68,732708,50251202
random_access,17,2500,0:00.05,31308,50251202
random_access,17,2500,0:00.08,32036,50251202
random_access,17,2500,0:00.07,32060,50251202
compress,16,1,0:01.60,92428,24636960
decompress,16,1,0:00.70,295872,1973460
random_access,16,1,0:00.08,55816,1973460
random_access,16,1,0:00.07,55912,1973460
random_access,16,1,0:00.07,55896,1973460
compress,16,1,0:01.68,92628,24636960
decompress,16,1,0:00.70,290416,1973460
random_access,16,1,0:00.06,55884,1973460
random_access,16,1,0:00.07,55816,1973460
random_access,16,1,0:00.11,55756,1973460
compress,16,1,0:01.50,94764,24636960
decompress,16,1,0:00.67,293660,1973460
random_access,16,1,0:00.06,55920,1973460
random_access,16,1,0:00.06,55812,1973460
random_access,16,1,0:00.10,55796,1973460
compress,16,2,0:01.58,86668,27953545
decompress,16,2,0:00.75,309204,2311721
random_access,16,2,0:00.07,54180,2311721
random_access,16,2,0:00.07,54288,2311721
random_access,16,2,0:00.06,42444,2311721
compress,16,2,0:01.69,83804,27953545
decompress,16,2,0:00.78,308860,2311721
random_access,16,2,0:00.06,54168,2311721
random_access,16,2,0:00.08,54320,2311721
random_access,16,2,0:00.06,42412,2311721
compress,16,2,0:01.73,93112,27953545
decompress,16,2,0:00.74,306744,2311721
random_access,16,2,0:00.08,54364,2311721
random_access,16,2,0:00.08,54380,2311721
random_access,16,2,0:00.05,42456,2311721
compress,16,5,0:02.37,125276,50487231
decompress,16,5,0:01.25,362100,3838033
random_access,16,5,0:00.07,53488,3838033
random_access,16,5,0:00.09,53552,3838033
random_access,16,5,0:00.07,53612,3838033
compress,16,5,0:02.55,124244,50487231
decompress,16,5,0:01.17,357708,3838042
random_access,16,5,0:00.08,53424,3838042
random_access,16,5,0:00.11,53348,3838042
random_access,16,5,0:00.08,53232,3838042
compress,16,5,0:02.66,123388,50487231
decompress,16,5,0:01.25,361680,3838033
random_access,16,5,0:00.07,53320,3838033
random_access,16,5,0:00.10,53524,3838033
random_access,16,5,0:00.08,53492,3838033
compress,16,10,0:02.79,145260,67682860
decompress,16,10,0:01.51,390112,4680991
random_access,16,10,0:00.08,56504,4680991
random_access,16,10,0:00.10,56664,4680991
random_access,16,10,0:00.05,36756,4680991
compress,16,10,0:02.91,133756,67682860
decompress,16,10,0:01.51,371240,4680991
random_access,16,10,0:00.07,56504,4680991
random_access,16,10,0:00.08,56564,4680991
random_access,16,10,0:00.05,36824,4680991
compress,16,10,0:03.00,144220,67682860
decompress,16,10,0:01.48,372700,4680998
random_access,16,10,0:00.10,56504,4680998
random_access,16,10,0:00.08,56536,4680998
random_access,16,10,0:00.06,36832,4680998
compress,16,15,0:03.10,139872,79942452
decompress,16,15,0:01.69,380608,5060849
random_access,16,15,0:00.07,50948,5060849
random_access,16,15,0:00.08,56372,5060849
random_access,16,15,0:00.07,50812,5060849
compress,16,15,0:03.02,138180,79942452
decompress,16,15,0:01.67,379308,5060847
random_access,16,15,0:00.08,50944,5060847
random_access,16,15,0:00.08,56496,5060847
random_access,16,15,0:00.11,50872,5060847
compress,16,15,0:03.10,128208,79942452
decompress,16,15,0:01.67,381552,5060846
random_access,16,15,0:00.07,50960,5060846
random_access,16,15,0:00.09,56440,5060846
random_access,16,15,0:00.10,50780,5060846
compress,16,25,0:03.90,184784,111802426
decompress,16,25,0:01.94,399432,5984218
random_access,16,25,0:00.09,57028,5984218
random_access,16,25,0:00.08,56796,5984218
random_access,16,25,0:00.09,56884,5984218
compress,16,25,0:03.41,154344,111802426
decompress,16,25,0:02.05,400844,5984218
random_access,16,25,0:00.09,56984,5984218
random_access,16,25,0:00.08,56960,5984218
random_access,16,25,0:00.08,56816,5984218
compress,16,25,0:03.77,154124,111802426
decompress,16,25,0:02.03,410704,5984218
random_access,16,25,0:00.09,56868,5984218
random_access,16,25,0:00.11,56904,5984218
random_access,16,25,0:00.09,56808,5984218
compress,16,50,0:05.54,285428,206224107
decompress,16,50,0:02.94,453928,7821705
random_access,16,50,0:00.09,56952,7821705
random_access,16,50,0:00.09,56864,7821705
random_access,16,50,0:00.12,56952,7821705
compress,16,50,0:05.78,280656,206224107
decompress,16,50,0:02.87,482216,7821705
random_access,16,50,0:00.11,56956,7821705
random_access,16,50,0:00.09,56984,7821705
random_access,16,50,0:00.12,57020,7821705
compress,16,50,0:05.85,261468,206224107
decompress,16,50,0:02.95,451188,7821705
random_access,16,50,0:00.10,57136,7821705
random_access,16,50,0:00.11,56848,7821705
random_access,16,50,0:00.10,56932,7821705
compress,16,100,0:10.36,326604,423185911
decompress,16,100,0:04.56,513024,10308702
random_access,16,100,0:00.11,56748,10308702
random_access,16,100,0:00.09,56624,10308702
random_access,16,100,0:00.10,56692,10308702
compress,16,100,0:08.91,319888,423185911
decompress,16,100,0:04.74,542260,10308702
random_access,16,100,0:00.09,56512,10308702
random_access,16,100,0:00.12,56584,10308702
random_access,16,100,0:00.09,56628,10308702
compress,16,100,0:08.40,311396,423185911
decompress,16,100,0:04.58,524368,10308702
random_access,16,100,0:00.10,56712,10308702
random_access,16,100,0:00.14,56700,10308702
random_access,16,100,0:00.10,56716,10308702
compress,16,150,0:15.89,341372,667580814
decompress,16,150,0:05.73,576500,12075431
random_access,16,150,0:00.11,56728,12075431
random_access,16,150,0:00.15,56748,12075431
random_access,16,150,0:00.13,56804,12075431
compress,16,150,0:16.43,373936,667580814
decompress,16,150,0:05.96,551856,12075431
random_access,16,150,0:00.13,56672,12075431
random_access,16,150,0:00.11,56908,12075431
random_access,16,150,0:00.17,56868,12075431
compress,16,150,0:15.07,375432,667580814
decompress,16,150,0:05.61,577768,12075431
random_access,16,150,0:00.11,56936,12075431
random_access,16,150,0:00.13,56668,12075431
random_access,16,150,0:00.12,56756,12075431
compress,16,200,0:20.74,347368,933052842
decompress,16,200,0:07.02,597036,13496148
random_access,16,200,0:00.10,56824,13496148
random_access,16,200,0:00.04,31240,13496148
random_access,16,200,0:00.13,56784,13496148
compress,16,200,0:19.49,359728,933052842
decompress,16,200,0:07.18,579684,13496148
random_access,16,200,0:00.10,56864,13496148
random_access,16,200,0:00.04,31232,13496148
random_access,16,200,0:00.10,56920,13496148
compress,16,200,0:19.39,353796,933052842
decompress,16,200,0:07.21,592928,13496148
random_access,16,200,0:00.11,56888,13496148
random_access,16,200,0:00.05,31296,13496148
random_access,16,200,0:00.11,56948,13496148
compress,16,250,0:25.07,436916,1215987613
decompress,16,250,0:08.65,610788,14805191
random_access,16,250,0:00.12,57212,14805191
random_access,16,250,0:00.13,57448,14805191
random_access,16,250,0:00.11,57276,14805191
compress,16,250,0:25.04,440388,1215987613
decompress,16,250,0:08.47,616796,14805191
random_access,16,250,0:00.12,57200,14805191
random_access,16,250,0:00.13,57452,14805191
random_access,16,250,0:00.11,57180,14805191
compress,16,250,0:25.15,428128,1215987613
decompress,16,250,0:08.74,600164,14805191
random_access,16,250,0:00.11,57140,14805191
random_access,16,250,0:00.13,57932,14805191
random_access,16,250,0:00.10,57168,14805191
compress,16,500,0:56.43,439052,3017519838
decompress,16,500,0:17.00,701068,20975824
random_access,16,500,0:00.17,53096,20975824
random_access,16,500,0:00.13,58816,20975824
random_access,16,500,0:00.16,58576,20975824
compress,16,500,0:47.90,429724,3017519838
decompress,16,500,0:16.80,706024,20975824
random_access,16,500,0:00.12,53080,20975824
random_access,16,500,0:00.15,58772,20975824
random_access,16,500,0:00.15,58664,20975824
compress,16,500,0:43.91,431132,3017519838
decompress,16,500,0:16.80,719584,20975824
random_access,16,500,0:00.12,53008,20975824
random_access,16,500,0:00.15,58760,20975824
random_access,16,500,0:00.15,58648,20975824
compress,16,750,1:25.70,479240,5123294109
decompress,16,750,0:26.10,591444,26019948
random_access,16,750,0:00.10,39088,26019948
random_access,16,750,0:00.07,38972,26019948
random_access,16,750,0:00.10,39068,26019948
compress,16,750,1:32.30,476868,5123294109
decompress,16,750,0:26.87,571608,26019948
random_access,16,750,0:00.10,39080,26019948
random_access,16,750,0:00.08,38944,26019948
random_access,16,750,0:00.08,38904,26019948
compress,16,750,1:33.64,474720,5123294109
decompress,16,750,0:26.20,583048,26019948
random_access,16,750,0:00.10,39032,26019948
random_access,16,750,0:00.07,39060,26019948
random_access,16,750,0:00.09,39020,26019948
compress,16,1000,2:12.04,505996,7598729126
decompress,16,1000,0:36.30,641772,30658986
random_access,16,1000,0:00.11,39480,30658986
random_access,16,1000,0:00.10,39424,30658986
random_access,16,1000,0:00.16,39536,30658986
compress,16,1000,2:02.41,516464,7598729126
decompress,16,1000,0:36.38,645040,30658986
random_access,16,1000,0:00.08,39304,30658986
random_access,16,1000,0:00.15,39484,30658986
random_access,16,1000,0:00.13,39372,30658986
compress,16,1000,2:10.10,499548,7598729126
decompress,16,1000,0:36.60,603292,30658986
random_access,16,1000,0:00.08,39552,30658986
random_access,16,1000,0:00.15,39424,30658986
random_access,16,1000,0:00.09,39588,30658986
compress,16,1500,3:54.84,535868,13303308510
decompress,16,1500,1:03.38,767664,39391034
random_access,16,1500,0:00.09,39064,39391034
random_access,16,1500,0:00.07,38432,39391034
random_access,16,1500,0:00.13,39192,39391034
compress,16,1500,3:56.67,557816,13303308510
decompress,16,1500,1:02.68,751292,39391034
random_access,16,1500,0:00.09,39064,39391034
random_access,16,1500,0:00.09,38452,39391034
random_access,16,1500,0:00.12,39200,39391034
compress,16,1500,3:27.28,547564,13303308510
decompress,16,1500,1:02.77,748552,39391034
random_access,16,1500,0:00.11,38984,39391034
random_access,16,1500,0:00.09,38852,39391034
random_access,16,1500,0:00.09,39176,39391034
compress,16,2000,6:27.52,567056,19960649441
decompress,16,2000,1:32.74,841496,47866595
random_access,16,2000,0:00.11,42016,47866595
random_access,16,2000,0:00.14,41568,47866595
random_access,16,2000,0:00.15,42360,47866595
compress,16,2000,6:21.61,559052,19960649441
decompress,16,2000,1:31.83,849024,47866595
random_access,16,2000,0:00.12,41964,47866595
random_access,16,2000,0:00.09,41700,47866595
random_access,16,2000,0:00.16,42296,47866595
compress,16,2000,6:21.69,569408,19960649441
decompress,16,2000,1:32.62,790800,47866595
random_access,16,2000,0:00.15,41992,47866595
random_access,16,2000,0:00.09,41764,47866595
random_access,16,2000,0:00.17,42288,47866595
compress,16,2500,8:45.35,580728,27274004820
decompress,16,2500,2:00.84,728016,56129007
random_access,16,2500,0:00.11,32764,56129007
random_access,16,2500,0:00.07,32236,56129007
random_access,16,2500,0:00.09,32584,56129007
compress,16,2500,8:31.66,576396,27274004820
decompress,16,2500,2:00.86,756420,56129007
random_access,16,2500,0:00.08,32648,56129007
random_access,16,2500,0:00.06,32192,56129007
random_access,16,2500,0:00.08,32648,56129007
compress,16,2500,8:39.14,563720,27274004820
decompress,16,2500,2:01.17,704988,56129007
random_access,16,2500,0:00.10,32720,56129007
random_access,16,2500,0:00.07,32104,56129007
random_access,16,2500,0:00.10,32592,56129007
compress,15,1,0:01.20,82932,19291152
decompress,15,1,0:00.80,263616,1597463
random_access,15,1,0:00.06,55632,1597463
random_access,15,1,0:00.05,51672,1597463
random_access,15,1,0:00.06,55820,1597463
compress,15,1,0:01.16,83128,19291152
decompress,15,1,0:00.52,263584,1597462
random_access,15,1,0:00.07,55652,1597462
random_access,15,1,0:00.05,51704,1597462
random_access,15,1,0:00.07,55796,1597462
compress,15,1,0:01.12,83108,19291152
decompress,15,1,0:00.50,263512,1597463
random_access,15,1,0:00.07,55700,1597463
random_access,15,1,0:00.05,51684,1597463
random_access,15,1,0:00.06,55720,1597463
compress,15,2,0:01.59,91352,31786679
decompress,15,2,0:00.78,319112,2569089
random_access,15,2,0:00.06,54312,2569089
random_access,15,2,0:00.06,54268,2569089
random_access,15,2,0:00.06,54312,2569089
compress,15,2,0:01.48,96296,31786679
decompress,15,2,0:00.77,321160,2569089
random_access,15,2,0:00.06,54216,2569089
random_access,15,2,0:00.06,54276,2569089
random_access,15,2,0:00.06,54376,2569089
compress,15,2,0:01.55,95672,31786679
decompress,15,2,0:00.74,306048,2569089
random_access,15,2,0:00.06,54292,2569089
random_access,15,2,0:00.06,54208,2569089
random_access,15,2,0:00.06,54248,2569089
compress,15,5,0:01.85,108932,39459871
decompress,15,5,0:00.88,336024,3106072
random_access,15,5,0:00.06,53524,3106072
random_access,15,5,0:00.06,53396,3106072
random_access,15,5,0:00.07,53460,3106072
compress,15,5,0:01.67,112472,39459871
decompress,15,5,0:00.89,327072,3106061
random_access,15,5,0:00.06,53284,3106061
random_access,15,5,0:00.06,53324,3106061
random_access,15,5,0:00.06,53412,3106061
compress,15,5,0:01.74,117732,39459871
decompress,15,5,0:00.88,335700,3106068
random_access,15,5,0:00.06,53408,3106068
random_access,15,5,0:00.06,53344,3106068
random_access,15,5,0:00.06,53376,3106068
compress,15,10,0:02.23,150052,63934255
decompress,15,10,0:01.27,373384,4432878
random_access,15,10,0:00.06,56548,4432878
random_access,15,10,0:00.07,56568,4432878
random_access,15,10,0:00.07,56524,4432878
compress,15,10,0:02.30,148548,63934255
decompress,15,10,0:01.27,371316,4432877
random_access,15,10,0:00.06,56392,4432877
random_access,15,10,0:00.07,56424,4432877
random_access,15,10,0:00.07,56392,4432877
compress,15,10,0:02.22,129124,63934255
decompress,15,10,0:01.26,373580,4432878
random_access,15,10,0:00.07,56504,4432878
random_access,15,10,0:00.07,56464,4432878
random_access,15,10,0:00.07,56520,4432878
compress,15,15,0:02.54,126392,71443938
decompress,15,15,0:01.37,369716,4583354
random_access,15,15,0:00.07,56420,4583354
random_access,15,15,0:00.07,56372,4583354
random_access,15,15,0:00.07,56504,4583354
compress,15,15,0:02.62,128572,71443938
decompress,15,15,0:01.36,359476,4583356
random_access,15,15,0:00.07,56496,4583356
random_access,15,15,0:00.07,56424,4583356
random_access,15,15,0:00.07,56460,4583356
compress,15,15,0:02.38,123884,71443938
decompress,15,15,0:01.35,368496,4583354
random_access,15,15,0:00.07,56452,4583354
random_access,15,15,0:00.07,56384,4583354
random_access,15,15,0:00.07,56416,4583354
compress,15,25,0:03.29,151456,108517601
decompress,15,25,0:01.82,398936,5810209
random_access,15,25,0:00.08,56940,5810209
random_access,15,25,0:00.07,56868,5810209
random_access,15,25,0:00.08,56996,5810209
compress,15,25,0:03.08,153108,108517601
decompress,15,25,0:01.79,411344,5810205
random_access,15,25,0:00.08,56988,5810205
random_access,15,25,0:00.07,56728,5810205
random_access,15,25,0:00.08,56964,5810205
compress,15,25,0:03.17,169828,108517601
decompress,15,25,0:01.81,404048,5810205
random_access,15,25,0:00.08,56988,5810205
random_access,15,25,0:00.07,56832,5810205
random_access,15,25,0:00.08,56960,5810205
compress,15,50,0:04.23,226980,183958959
decompress,15,50,0:02.46,433548,7061940
random_access,15,50,0:00.08,57032,7061940
random_access,15,50,0:00.08,56832,7061940
random_access,15,50,0:00.08,56860,7061940
compress,15,50,0:04.36,230212,183958959
decompress,15,50,0:02.43,445228,7061940
random_access,15,50,0:00.08,56940,7061940
random_access,15,50,0:00.09,57040,7061940
random_access,15,50,0:00.08,57108,7061940
compress,15,50,0:04.22,209472,183958959
decompress,15,50,0:02.43,447376,7061940
random_access,15,50,0:00.08,56932,7061940
random_access,15,50,0:00.09,56876,7061940
random_access,15,50,0:00.09,56992,7061940
compress,15,100,0:07.03,286396,393672527
decompress,15,100,0:04.05,498272,9600242
random_access,15,100,0:00.09,57092,9600242
random_access,15,100,0:00.09,57008,9600242
random_access,15,100,0:00.09,57132,9600242
compress,15,100,0:07.42,304760,393672527
decompress,15,100,0:04.02,538908,9600242
random_access,15,100,0:00.09,57104,9600242
random_access,15,100,0:00.09,57048,9600242
random_access,15,100,0:00.09,57048,9600242
compress,15,100,0:07.44,289836,393672527
decompress,15,100,0:04.16,514932,9600242
random_access,15,100,0:00.10,57152,9600242
random_access,15,100,0:00.09,56996,9600242
random_access,15,100,0:00.09,57080,9600242
compress,15,150,0:10.47,326436,617773549
decompress,15,150,0:05.00,562004,11228305
random_access,15,150,0:00.10,56704,11228305
random_access,15,150,0:00.10,56752,11228305
random_access,15,150,0:00.13,56936,11228305
compress,15,150,0:10.51,312300,617773549
decompress,15,150,0:05.18,551408,11228305
random_access,15,150,0:00.10,56824,11228305
random_access,15,150,0:00.09,56764,11228305
random_access,15,150,0:00.10,56688,11228305
compress,15,150,0:10.14,324600,617773549
decompress,15,150,0:05.06,532108,11228305
random_access,15,150,0:00.10,56716,11228305
random_access,15,150,0:00.10,56848,11228305
random_access,15,150,0:00.10,56752,11228305
compress,15,200,0:12.58,349388,865580152
decompress,15,200,0:06.33,585992,12581815
random_access,15,200,0:00.11,56944,12581815
random_access,15,200,0:00.10,56920,12581815
random_access,15,200,0:00.10,56712,12581815
compress,15,200,0:13.77,362804,865580152
decompress,15,200,0:06.25,568712,12581815
random_access,15,200,0:00.10,56936,12581815
random_access,15,200,0:00.10,56880,12581815
random_access,15,200,0:00.10,56984,12581815
compress,15,200,0:13.60,323632,865580152
decompress,15,200,0:06.35,592404,12581815
random_access,15,200,0:00.10,56920,12581815
random_access,15,200,0:00.10,56876,12581815
random_access,15,200,0:00.10,56904,12581815
compress,15,250,0:16.87,397200,1131826078
decompress,15,250,0:07.58,602868,13835636
random_access,15,250,0:00.10,57176,13835636
