Command,Chromosome,Sample_Size,Time_Taken,Memory_Used_MB,Input_file_size
compress,5,750,2:03.99,516576,10110199428
decompress,5,750,0:49.24,781944,47788334
random_access,5,750,0:00.07,39108,47788334
random_access,5,750,0:00.07,39184,47788334
random_access,5,750,0:00.07,39156,47788334
compress,5,1000,3:02.83,526796,14946532952
decompress,5,1000,1:08.40,862452,55555265
random_access,5,1000,0:00.08,40024,55555265
random_access,5,1000,0:00.06,39132,55555265
random_access,5,1000,0:00.07,39560,55555265
compress,5,1000,3:04.46,524188,14946532952
decompress,5,1000,1:08.03,853824,55555265
random_access,5,1000,0:00.08,40016,55555265
random_access,5,1000,0:00.06,39116,55555265
random_access,5,1000,0:00.07,39668,55555265
compress,5,1000,2:56.52,552960,14946532952
decompress,5,1000,1:08.33,854692,55555266
random_access,5,1000,0:00.08,40028,55555266
random_access,5,1000,0:00.06,39100,55555266
random_access,5,1000,0:00.07,39696,55555266
compress,5,1500,5:09.40,571716,26040707627
decompress,5,1500,1:59.22,918976,69835579
random_access,5,1500,0:00.09,39408,69835579
random_access,5,1500,0:00.10,39424,69835579
random_access,5,1500,0:00.08,39500,69835579
compress,5,1500,5:01.78,604044,26040707627
decompress,5,1500,1:58.68,910844,69835579
random_access,5,1500,0:00.08,39452,69835579
random_access,5,1500,0:00.09,39492,69835579
random_access,5,1500,0:00.08,39328,69835579
compress,5,1500,5:05.13,560160,26040707627
decompress,5,1500,1:59.30,925104,69835579
random_access,5,1500,0:00.08,39564,69835579
random_access,5,1500,0:00.09,39596,69835579
random_access,5,1500,0:00.08,39140,69835579
compress,5,2000,7:42.51,623128,38953534163
decompress,5,2000,2:54.00,999404,83206182
random_access,5,2000,0:00.12,42468,83206182
random_access,5,2000,0:00.11,42228,83206182
random_access,5,2000,0:00.10,41696,83206182
compress,5,2000,7:11.19,607076,38953534163
decompress,5,2000,2:53.74,976560,83206182
random_access,5,2000,0:00.12,42472,83206182
random_access,5,2000,0:00.11,42232,83206182
random_access,5,2000,0:00.09,41672,83206182
compress,5,2000,7:31.36,603916,38953534163
decompress,5,2000,2:53.56,943544,83206182
random_access,5,2000,0:00.12,42268,83206182
random_access,5,2000,0:00.11,42168,83206182
random_access,5,2000,0:00.09,41492,83206182
compress,5,2500,10:25.20,650812,53222868247
decompress,5,2500,3:43.63,834752,96618556
random_access,5,2500,0:00.06,32472,96618556
random_access,5,2500,0:00.06,32648,96618556
random_access,5,2500,0:00.07,32860,96618556
compress,5,2500,10:07.40,603700,53222868247
decompress,5,2500,3:42.44,843964,96618556
random_access,5,2500,0:00.06,32432,96618556
random_access,5,2500,0:00.06,32628,96618556
random_access,5,2500,0:00.07,32904,96618556
compress,5,2500,10:25.04,634336,53222868247
decompress,5,2500,3:42.54,860464,96618556
random_access,5,2500,0:00.06,32556,96618556
random_access,5,2500,0:00.06,32736,96618556
random_access,5,2500,0:00.07,32700,96618556
compress,4,1,0:01.99,134568,49599046
decompress,4,1,0:01.16,367040,3887953
random_access,4,1,0:00.05,55356,3887953
random_access,4,1,0:00.05,55560,3887953
random_access,4,1,0:00.06,55476,3887953
compress,4,1,0:02.14,126580,49599046
decompress,4,1,0:01.19,355012,3887954
random_access,4,1,0:00.06,55580,3887954
random_access,4,1,0:00.05,55532,3887954
random_access,4,1,0:00.05,55656,3887954
compress,4,1,0:02.07,135484,49599046
decompress,4,1,0:01.18,365336,3887953
random_access,4,1,0:00.05,55544,3887953
random_access,4,1,0:00.06,55676,3887953
random_access,4,1,0:00.05,55600,3887953
compress,4,2,0:02.75,159932,69206327
decompress,4,2,0:01.61,404924,5485128
random_access,4,2,0:00.06,54012,5485128
random_access,4,2,0:00.06,54124,5485128
random_access,4,2,0:00.06,54124,5485128
compress,4,2,0:02.52,158508,69206327
decompress,4,2,0:01.62,402780,5485128
random_access,4,2,0:00.07,54148,5485128
random_access,4,2,0:00.06,54156,5485128
random_access,4,2,0:00.06,54080,5485128
compress,4,2,0:02.51,159612,69206327
decompress,4,2,0:01.62,401648,5485128
random_access,4,2,0:00.07,53940,5485128
random_access,4,2,0:00.06,54112,5485128
random_access,4,2,0:00.06,54204,5485128
compress,4,5,0:03.76,203212,113653976
decompress,4,5,0:02.58,456576,8485608
random_access,4,5,0:00.02,24368,8485608
random_access,4,5,0:00.06,53440,8485608
random_access,4,5,0:00.07,53264,8485608
compress,4,5,0:03.56,220036,113653976
decompress,4,5,0:02.57,444828,8485607
random_access,4,5,0:00.02,24456,8485607
random_access,4,5,0:00.07,53464,8485607
random_access,4,5,0:00.07,53504,8485607
compress,4,5,0:03.71,225992,113653976
decompress,4,5,0:02.57,461208,8485608
random_access,4,5,0:00.02,24208,8485608
random_access,4,5,0:00.07,53308,8485608
random_access,4,5,0:00.06,53268,8485608
compress,4,10,0:04.84,244260,162861337
decompress,4,10,0:03.36,513612,10983280
random_access,4,10,0:00.07,56068,10983280
random_access,4,10,0:00.07,55888,10983280
random_access,4,10,0:00.07,56072,10983280
compress,4,10,0:04.91,240148,162861337
decompress,4,10,0:03.30,496608,10983280
random_access,4,10,0:00.07,56008,10983280
random_access,4,10,0:00.07,55900,10983280
random_access,4,10,0:00.07,55836,10983280
compress,4,10,0:05.25,247312,162861337
decompress,4,10,0:03.32,519116,10983280
random_access,4,10,0:00.07,56108,10983280
random_access,4,10,0:00.07,56032,10983280
random_access,4,10,0:00.07,55896,10983280
compress,4,15,0:05.68,285464,195513598
decompress,4,15,0:03.73,541504,12045404
random_access,4,15,0:00.08,56464,12045404
random_access,4,15,0:00.08,56536,12045404
random_access,4,15,0:00.07,56556,12045404
compress,4,15,0:05.70,271344,195513598
decompress,4,15,0:03.74,531216,12045404
random_access,4,15,0:00.08,56324,12045404
random_access,4,15,0:00.07,56504,12045404
random_access,4,15,0:00.07,56512,12045404
compress,4,15,0:05.52,284792,195513598
decompress,4,15,0:03.72,555412,12045404
random_access,4,15,0:00.08,56356,12045404
random_access,4,15,0:00.07,55908,12045404
random_access,4,15,0:00.07,55924,12045404
compress,4,25,0:06.94,380696,274494467
decompress,4,25,0:04.67,580808,14344850
random_access,4,25,0:00.08,56364,14344850
random_access,4,25,0:00.08,56996,14344850
random_access,4,25,0:00.07,56952,14344850
compress,4,25,0:06.92,395264,274494467
decompress,4,25,0:04.77,586860,14344850
random_access,4,25,0:00.08,56372,14344850
random_access,4,25,0:00.08,56884,14344850
random_access,4,25,0:00.07,57036,14344850
compress,4,25,0:07.25,383904,274494467
decompress,4,25,0:04.73,575124,14344850
random_access,4,25,0:00.08,57032,14344850
random_access,4,25,0:00.08,56920,14344850
random_access,4,25,0:00.07,56860,14344850
compress,4,50,0:10.56,417732,497931030
decompress,4,50,0:06.35,644396,18439184
random_access,4,50,0:00.09,56448,18439184
random_access,4,50,0:00.08,56488,18439184
random_access,4,50,0:00.08,56664,18439184
compress,4,50,0:09.99,427784,497931030
decompress,4,50,0:06.49,661072,18439184
random_access,4,50,0:00.09,56532,18439184
random_access,4,50,0:00.08,56396,18439184
random_access,4,50,0:00.08,56536,18439184
compress,4,50,0:10.22,421404,497931030
decompress,4,50,0:06.33,654072,18439184
random_access,4,50,0:00.09,56612,18439184
random_access,4,50,0:00.09,56460,18439184
random_access,4,50,0:00.08,56492,18439184
compress,4,100,0:16.63,465696,969118353
decompress,4,100,0:09.74,686716,23053363
random_access,4,100,0:00.09,56728,23053363
random_access,4,100,0:00.09,56728,23053363
random_access,4,100,0:00.09,56632,23053363
compress,4,100,0:17.42,471544,969118353
decompress,4,100,0:09.49,703440,23053363
random_access,4,100,0:00.08,56668,23053363
random_access,4,100,0:00.09,56552,23053363
random_access,4,100,0:00.09,56664,23053363
compress,4,100,0:17.32,482724,969118353
decompress,4,100,0:09.72,694832,23053363
random_access,4,100,0:00.09,56648,23053363
random_access,4,100,0:00.09,56584,23053363
random_access,4,100,0:00.09,56748,23053363
compress,4,150,0:24.47,491644,1473810305
decompress,4,150,0:11.70,763564,26030181
random_access,4,150,0:00.09,56784,26030181
random_access,4,150,0:00.10,56904,26030181
random_access,4,150,0:00.09,56948,26030181
compress,4,150,0:22.81,497232,1473810305
decompress,4,150,0:11.75,757744,26030181
random_access,4,150,0:00.09,56828,26030181
random_access,4,150,0:00.09,56884,26030181
random_access,4,150,0:00.10,56856,26030181
compress,4,150,0:24.45,489460,1473810305
decompress,4,150,0:11.93,757808,26030181
random_access,4,150,0:00.09,56928,26030181
random_access,4,150,0:00.10,56920,26030181
random_access,4,150,0:00.10,56836,26030181
compress,4,200,0:31.84,509320,2092950452
decompress,4,200,0:14.61,826992,29567460
random_access,4,200,0:00.09,56736,29567460
random_access,4,200,0:00.10,57056,29567460
random_access,4,200,0:00.12,57224,29567460
compress,4,200,0:30.60,504004,2092950452
decompress,4,200,0:14.94,798600,29567460
random_access,4,200,0:00.10,56724,29567460
random_access,4,200,0:00.10,57024,29567460
random_access,4,200,0:00.11,57188,29567460
compress,4,200,0:32.24,497080,2092950452
decompress,4,200,0:14.87,786916,29567460
random_access,4,200,0:00.09,56716,29567460
random_access,4,200,0:00.10,56912,29567460
random_access,4,200,0:00.12,57188,29567460
compress,4,250,0:39.02,515652,2698718090
decompress,4,250,0:17.54,862636,31817070
random_access,4,250,0:00.11,57244,31817070
random_access,4,250,0:00.11,57160,31817070
random_access,4,250,0:00.11,57380,31817070
compress,4,250,0:37.92,521384,2698718090
decompress,4,250,0:17.80,784168,31817070
random_access,4,250,0:00.11,57172,31817070
random_access,4,250,0:00.10,57252,31817070
random_access,4,250,0:00.11,57296,31817070
compress,4,250,0:38.81,519460,2698718090
decompress,4,250,0:17.58,815644,31817070
random_access,4,250,0:00.10,57128,31817070
random_access,4,250,0:00.10,57252,31817070
random_access,4,250,0:00.12,57220,31817070
compress,4,500,1:26.30,517532,6527493896
decompress,4,500,0:35.09,923756,43218667
random_access,4,500,0:00.13,58080,43218667
random_access,4,500,0:00.11,57780,43218667
random_access,4,500,0:00.12,57932,43218667
compress,4,500,1:23.23,526336,6527493896
decompress,4,500,0:34.73,869988,43218667
random_access,4,500,0:00.13,57980,43218667
random_access,4,500,0:00.11,57728,43218667
random_access,4,500,0:00.12,57940,43218667
compress,4,500,1:24.30,508776,6527493896
decompress,4,500,0:34.73,932552,43218667
random_access,4,500,0:00.13,58092,43218667
random_access,4,500,0:00.12,57932,43218667
random_access,4,500,0:00.11,57940,43218667
compress,4,750,2:20.21,539416,11023532629
decompress,4,750,0:54.57,868760,52567041
random_access,4,750,0:00.07,39168,52567041
random_access,4,750,0:00.09,39400,52567041
random_access,4,750,0:00.06,39144,52567041
compress,4,750,2:18.99,503176,11023532629
decompress,4,750,0:54.44,841048,52567039
random_access,4,750,0:00.07,39244,52567039
random_access,4,750,0:00.10,39176,52567039
random_access,4,750,0:00.06,39096,52567039
compress,4,750,2:21.65,499952,11023532629
decompress,4,750,0:54.34,830288,52567039
random_access,4,750,0:00.06,39068,52567039
random_access,4,750,0:00.09,39204,52567039
random_access,4,750,0:00.07,39060,52567039
compress,4,1000,3:19.09,571352,16337662507
decompress,4,1000,1:15.22,891088,61286723
random_access,4,1000,0:00.07,39628,61286723
random_access,4,1000,0:00.07,39768,61286723
random_access,4,1000,0:00.07,39732,61286723
compress,4,1000,3:13.34,574500,16337662507
decompress,4,1000,1:15.62,929372,61286723
random_access,4,1000,0:00.07,39676,61286723
random_access,4,1000,0:00.08,39772,61286723
random_access,4,1000,0:00.07,39576,61286723
compress,4,1000,3:23.90,553608,16337662507
decompress,4,1000,1:14.42,877332,61286723
random_access,4,1000,0:00.06,39604,61286723
random_access,4,1000,0:00.07,39832,61286723
random_access,4,1000,0:00.06,39724,61286723
compress,4,1500,5:18.30,546492,28425229756
decompress,4,1500,2:10.50,898904,77103960
random_access,4,1500,0:00.11,40616,77103960
random_access,4,1500,0:00.07,39052,77103960
random_access,4,1500,0:00.10,39332,77103960
compress,4,1500,5:46.19,550296,28425229756
decompress,4,1500,2:08.13,921780,77103960
random_access,4,1500,0:00.11,40428,77103960
random_access,4,1500,0:00.08,39020,77103960
random_access,4,1500,0:00.09,39460,77103960
compress,4,1500,5:44.50,573756,28425229756
decompress,4,1500,2:07.57,901400,77103960
random_access,4,1500,0:00.11,40576,77103960
random_access,4,1500,0:00.07,39200,77103960
random_access,4,1500,0:00.08,39524,77103960
compress,4,2000,8:13.45,589072,42495566786
decompress,4,2000,3:05.94,968376,91791269
random_access,4,2000,0:00.09,41540,91791269
random_access,4,2000,0:00.10,41672,91791269
random_access,4,2000,0:00.10,41832,91791269
compress,4,2000,8:10.69,598904,42495566786
decompress,4,2000,3:08.19,1009848,91791269
random_access,4,2000,0:00.10,41608,91791269
random_access,4,2000,0:00.10,41720,91791269
random_access,4,2000,0:00.09,41732,91791269
compress,4,2000,8:22.62,603036,42495566786
decompress,4,2000,3:08.01,1001308,91791269
random_access,4,2000,0:00.09,41656,91791269
random_access,4,2000,0:00.10,41740,91791269
random_access,4,2000,0:00.09,41776,91791269
compress,4,2500,11:08.18,616096,57950231531
decompress,4,2500,4:07.77,921100,106420116
random_access,4,2500,0:00.06,32048,106420116
random_access,4,2500,0:00.06,31940,106420116
random_access,4,2500,0:00.05,31920,106420116
compress,4,2500,11:22.39,641096,57950231531
decompress,4,2500,4:05.60,910280,106420116
random_access,4,2500,0:00.06,32148,106420116
random_access,4,2500,0:00.06,32112,106420116
random_access,4,2500,0:00.05,31900,106420116
compress,4,2500,11:19.67,664884,57950231531
decompress,4,2500,4:09.53,909752,106420116
random_access,4,2500,0:00.06,32008,106420116
random_access,4,2500,0:00.06,32068,106420116
random_access,4,2500,0:00.05,31828,106420116
compress,3,1,0:02.00,127296,45909629
decompress,3,1,0:01.12,362384,3647112
random_access,3,1,0:00.05,55632,3647112
random_access,3,1,0:00.05,55620,3647112
random_access,3,1,0:00.05,55540,3647112
compress,3,1,0:01.95,129040,45909629
decompress,3,1,0:01.14,360288,3647112
random_access,3,1,0:00.05,55600,3647112
random_access,3,1,0:00.05,55548,3647112
random_access,3,1,0:00.05,55664,3647112
compress,3,1,0:01.97,133656,45909629
decompress,3,1,0:01.12,360032,3647112
random_access,3,1,0:00.05,55660,3647112
random_access,3,1,0:00.05,55728,3647112
random_access,3,1,0:00.06,55480,3647112
compress,3,2,0:02.42,155416,62017804
decompress,3,2,0:01.45,391084,4962516
random_access,3,2,0:00.06,52932,4962516
random_access,3,2,0:00.06,54228,4962516
random_access,3,2,0:00.06,52872,4962516
compress,3,2,0:02.36,147188,62017804
decompress,3,2,0:01.48,379168,4962513
random_access,3,2,0:00.06,52868,4962513
random_access,3,2,0:00.06,54016,4962513
random_access,3,2,0:00.06,52596,4962513
compress,3,2,0:02.32,151412,62017804
decompress,3,2,0:01.48,380992,4962513
random_access,3,2,0:00.06,52892,4962513
random_access,3,2,0:00.06,54224,4962513
random_access,3,2,0:00.05,52904,4962513
compress,3,5,0:03.05,174108,91812059
decompress,3,5,0:02.14,428120,7050102
random_access,3,5,0:00.06,53236,7050102
random_access,3,5,0:00.06,53448,7050102
random_access,3,5,0:00.07,53284,7050102
compress,3,5,0:03.05,186468,91812059
decompress,3,5,0:02.11,425276,7050102
random_access,3,5,0:00.06,53444,7050102
random_access,3,5,0:00.07,53384,7050102
random_access,3,5,0:00.07,53260,7050102
compress,3,5,0:03.03,202640,91812059
decompress,3,5,0:02.11,431792,7050101
random_access,3,5,0:00.06,53420,7050101
random_access,3,5,0:00.06,53504,7050101
random_access,3,5,0:00.07,53528,7050101
compress,3,10,0:04.86,245272,160088793
decompress,3,10,0:03.28,493708,10822250
random_access,3,10,0:00.07,55916,10822250
random_access,3,10,0:00.07,56032,10822250
random_access,3,10,0:00.07,56000,10822250
compress,3,10,0:04.86,286248,160088793
decompress,3,10,0:03.31,509672,10822250
random_access,3,10,0:00.07,56032,10822250
random_access,3,10,0:00.07,55956,10822250
random_access,3,10,0:00.07,56076,10822250
compress,3,10,0:04.67,256216,160088793
decompress,3,10,0:03.35,495192,10822250
random_access,3,10,0:00.07,55908,10822250
random_access,3,10,0:00.08,55932,10822250
random_access,3,10,0:00.07,55876,10822250
compress,3,15,0:05.84,315496,202078636
decompress,3,15,0:03.86,547408,12378923
random_access,3,15,0:00.07,55960,12378923
random_access,3,15,0:00.07,56020,12378923
random_access,3,15,0:00.07,55940,12378923
compress,3,15,0:05.91,296096,202078636
decompress,3,15,0:03.80,535920,12378923
random_access,3,15,0:00.07,55856,12378923
random_access,3,15,0:00.07,55788,12378923
random_access,3,15,0:00.07,56536,12378923
compress,3,15,0:05.75,307532,202078636
decompress,3,15,0:03.86,564000,12378923
random_access,3,15,0:00.07,56592,12378923
random_access,3,15,0:00.07,56000,12378923
random_access,3,15,0:00.07,56476,12378923
compress,3,25,0:07.24,407652,287648720
decompress,3,25,0:04.96,589432,14873600
random_access,3,25,0:00.07,56692,14873600
random_access,3,25,0:00.08,56504,14873600
random_access,3,25,0:00.08,56588,14873600
compress,3,25,0:07.51,404328,287648720
decompress,3,25,0:05.02,590464,14873600
random_access,3,25,0:00.08,56672,14873600
random_access,3,25,0:00.08,56632,14873600
random_access,3,25,0:00.07,56604,14873600
compress,3,25,0:07.38,411896,287648720
decompress,3,25,0:05.01,605312,14873600
random_access,3,25,0:00.07,56608,14873600
random_access,3,25,0:00.08,56672,14873600
random_access,3,25,0:00.08,56588,14873600
compress,3,50,0:09.42,437984,459023976
decompress,3,50,0:06.00,581720,17224890
random_access,3,50,0:00.04,31420,17224890
random_access,3,50,0:00.08,56648,17224890
random_access,3,50,0:00.08,56528,17224890
compress,3,50,0:09.33,436116,459023976
decompress,3,50,0:06.16,599876,17224890
random_access,3,50,0:00.04,31420,17224890
random_access,3,50,0:00.08,56752,17224890
random_access,3,50,0:00.08,56604,17224890
compress,3,50,0:09.39,429740,459023976
decompress,3,50,0:06.29,625108,17224890
random_access,3,50,0:00.03,31320,17224890
random_access,3,50,0:00.08,56588,17224890
random_access,3,50,0:00.10,56608,17224890
compress,3,100,0:15.65,470296,916520974
decompress,3,100,0:09.37,670320,21987779
random_access,3,100,0:00.08,56468,21987779
random_access,3,100,0:00.09,56536,21987779
random_access,3,100,0:00.09,56652,21987779
compress,3,100,0:16.55,468492,916520974
decompress,3,100,0:09.29,694084,21987779
random_access,3,100,0:00.08,56476,21987779
random_access,3,100,0:00.09,56696,21987779
random_access,3,100,0:00.10,56624,21987779
compress,3,100,0:16.37,479252,916520974
decompress,3,100,0:09.30,682748,21987779
random_access,3,100,0:00.09,56716,21987779
random_access,3,100,0:00.09,56496,21987779
random_access,3,100,0:00.09,56748,21987779
compress,3,150,0:23.74,504992,1492934657
decompress,3,150,0:12.28,743568,26350525
random_access,3,150,0:00.09,56764,26350525
random_access,3,150,0:00.09,56916,26350525
random_access,3,150,0:00.09,56840,26350525
compress,3,150,0:24.98,498288,1492934657
decompress,3,150,0:12.20,776712,26350525
random_access,3,150,0:00.09,56896,26350525
random_access,3,150,0:00.09,56812,26350525
random_access,3,150,0:00.09,56728,26350525
compress,3,150,0:24.09,488272,1492934657
decompress,3,150,0:12.05,799728,26350525
random_access,3,150,0:00.09,56640,26350525
random_access,3,150,0:00.09,56844,26350525
random_access,3,150,0:00.10,56808,26350525
compress,3,200,0:29.05,506320,2073589685
decompress,3,200,0:15.36,789580,29301484
random_access,3,200,0:00.11,56904,29301484
random_access,3,200,0:00.10,56872,29301484
random_access,3,200,0:00.11,56372,29301484
compress,3,200,0:30.82,513424,2073589685
decompress,3,200,0:15.35,789948,29301484
random_access,3,200,0:00.10,56976,29301484
random_access,3,200,0:00.10,56888,29301484
random_access,3,200,0:00.11,56292,29301484
compress,3,200,0:30.08,507816,2073589685
decompress,3,200,0:15.22,794584,29301484
random_access,3,200,0:00.11,56816,29301484
random_access,3,200,0:00.09,56788,29301484
random_access,3,200,0:00.11,56456,29301484
compress,3,250,0:35.89,512280,2721096679
decompress,3,250,0:18.31,827884,32157452
random_access,3,250,0:00.11,57156,32157452
random_access,3,250,0:00.10,57136,32157452
random_access,3,250,0:00.11,57296,32157452
compress,3,250,0:38.17,513240,2721096679
decompress,3,250,0:18.62,790928,32157451
random_access,3,250,0:00.11,57316,32157451
random_access,3,250,0:00.10,57044,32157451
random_access,3,250,0:00.11,57216,32157451
compress,3,250,0:38.51,511912,2721096679
decompress,3,250,0:18.09,810080,32157452
random_access,3,250,0:00.11,57288,32157452
random_access,3,250,0:00.10,57116,32157452
random_access,3,250,0:00.11,57160,32157452
compress,3,500,1:25.58,533020,6499926506
decompress,3,500,0:35.09,908924,43145510
random_access,3,500,0:00.11,57880,43145510
random_access,3,500,0:00.13,58392,43145510
random_access,3,500,0:00.12,58524,43145510
compress,3,500,1:24.10,509176,6499926506
decompress,3,500,0:35.85,890400,43145510
random_access,3,500,0:00.11,57808,43145510
random_access,3,500,0:00.13,58548,43145510
random_access,3,500,0:00.12,58312,43145510
compress,3,500,1:23.54,544332,6499926506
decompress,3,500,0:34.91,887864,43145510
random_access,3,500,0:00.11,58064,43145510
random_access,3,500,0:00.13,58396,43145510
random_access,3,500,0:00.12,58520,43145510
compress,3,750,2:20.05,545764,11039118351
decompress,3,750,0:56.03,832468,52448041
random_access,3,750,0:00.07,39296,52448041
random_access,3,750,0:00.08,39340,52448041
random_access,3,750,0:00.08,39252,52448041
compress,3,750,2:18.19,512852,11039118351
decompress,3,750,0:55.52,850588,52448043
random_access,3,750,0:00.07,39340,52448043
random_access,3,750,0:00.08,39264,52448043
random_access,3,750,0:00.07,39176,52448043
compress,3,750,2:15.19,496972,11039118351
decompress,3,750,0:55.32,833400,52448039
random_access,3,750,0:00.08,39384,52448039
random_access,3,750,0:00.07,39372,52448039
random_access,3,750,0:00.07,39220,52448039
compress,3,1000,3:27.08,594324,16474820657
decompress,3,1000,1:17.16,879256,61978216
random_access,3,1000,0:00.09,40084,61978216
random_access,3,1000,0:00.07,39700,61978216
random_access,3,1000,0:00.08,39848,61978216
compress,3,1000,3:25.41,568484,16474820657
decompress,3,1000,1:16.72,868424,61978216
random_access,3,1000,0:00.09,40096,61978216
random_access,3,1000,0:00.07,39712,61978216
random_access,3,1000,0:00.08,39704,61978216
compress,3,1000,3:23.21,580748,16474820657
decompress,3,1000,1:16.50,905504,61978216
random_access,3,1000,0:00.09,40104,61978216
random_access,3,1000,0:00.08,39688,61978216
random_access,3,1000,0:00.08,39844,61978216
compress,3,1500,5:48.84,586324,28740034047
decompress,3,1500,2:11.04,924216,77766727
random_access,3,1500,0:00.12,40076,77766727
random_access,3,1500,0:00.07,39840,77766727
random_access,3,1500,0:00.07,39868,77766727
compress,3,1500,5:30.52,555320,28740034047
decompress,3,1500,2:11.30,901736,77766727
random_access,3,1500,0:00.12,40036,77766727
random_access,3,1500,0:00.08,39636,77766727
random_access,3,1500,0:00.07,39988,77766727
compress,3,1500,5:47.05,581280,28740034047
decompress,3,1500,2:10.35,913764,77766729
random_access,3,1500,0:00.12,39892,77766729
random_access,3,1500,0:00.08,39640,77766729
random_access,3,1500,0:00.07,40000,77766729
compress,3,2000,8:26.26,572256,43075106747
decompress,3,2000,3:11.72,1030444,93013304
random_access,3,2000,0:00.10,41608,93013304
random_access,3,2000,0:00.12,42708,93013304
random_access,3,2000,0:00.10,41332,93013304
compress,3,2000,8:22.13,627232,43075106747
decompress,3,2000,3:10.79,965932,93013304
random_access,3,2000,0:00.10,41612,93013304
random_access,3,2000,0:00.13,42784,93013304
random_access,3,2000,0:00.09,41224,93013304
compress,3,2000,8:17.31,587780,43075106747
decompress,3,2000,3:10.81,986712,93013304
random_access,3,2000,0:00.10,41612,93013304
random_access,3,2000,0:00.14,42652,93013304
random_access,3,2000,0:00.10,41204,93013304
compress,3,2500,11:17.09,654336,58972285328
decompress,3,2500,4:09.73,923756,108384018
random_access,3,2500,0:00.06,31580,108384018
random_access,3,2500,0:00.07,32764,108384018
random_access,3,2500,0:00.07,32048,108384018
compress,3,2500,11:13.39,590480,58972285328
decompress,3,2500,4:09.52,905300,108384018
random_access,3,2500,0:00.05,31684,108384018
random_access,3,2500,0:00.07,32736,108384018
random_access,3,2500,0:00.06,31924,108384018
compress,3,2500,11:13.76,645212,58972285328
decompress,3,2500,4:09.23,931920,108384018
random_access,3,2500,0:00.05,31728,108384018
random_access,3,2500,0:00.07,32616,108384018
random_access,3,2500,0:00.06,31980,108384018
compress,2,1,0:02.09,141368,53229515
decompress,2,1,0:01.24,375964,4222715
random_access,2,1,0:00.05,55440,4222715
random_access,2,1,0:00.05,55620,4222715
random_access,2,1,0:00.06,55660,4222715
compress,2,1,0:01.98,142300,53229515
decompress,2,1,0:01.26,372744,4222715
random_access,2,1,0:00.06,55612,4222715
random_access,2,1,0:00.05,55516,4222715
random_access,2,1,0:00.05,55660,4222715
compress,2,1,0:02.06,139256,53229515
decompress,2,1,0:01.24,374804,4222715
random_access,2,1,0:00.05,55552,4222715
random_access,2,1,0:00.06,55352,4222715
random_access,2,1,0:00.06,55560,4222715
compress,2,2,0:03.17,198068,87983153
decompress,2,2,0:02.06,435148,6913883
random_access,2,2,0:00.06,54144,6913883
random_access,2,2,0:00.06,54164,6913883
random_access,2,2,0:00.06,54008,6913883
compress,2,2,0:03.16,194296,87983153
decompress,2,2,0:02.09,433192,6913882
random_access,2,2,0:00.06,54080,6913882
random_access,2,2,0:00.06,54028,6913882
random_access,2,2,0:00.06,54120,6913882
compress,2,2,0:03.14,195076,87983153
decompress,2,2,0:02.13,427516,6913882
random_access,2,2,0:00.06,54156,6913882
random_access,2,2,0:00.06,54252,6913882
random_access,2,2,0:00.06,54140,6913882
compress,2,5,0:04.20,231972,133529269
decompress,2,5,0:02.94,483956,9993455
random_access,2,5,0:00.06,53692,9993455
random_access,2,5,0:00.06,53608,9993455
random_access,2,5,0:00.07,53636,9993455
compress,2,5,0:04.39,237644,133529269
decompress,2,5,0:02.88,480700,9993455
random_access,2,5,0:00.06,53528,9993455
random_access,2,5,0:00.07,53508,9993455
random_access,2,5,0:00.07,53536,9993455
compress,2,5,0:04.17,225976,133529269
decompress,2,5,0:02.88,481872,9993455
random_access,2,5,0:00.06,53508,9993455
random_access,2,5,0:00.07,53444,9993455
random_access,2,5,0:00.06,53700,9993455
compress,2,10,0:05.02,247452,163725494
decompress,2,10,0:03.35,498040,11299813
random_access,2,10,0:00.07,56064,11299813
random_access,2,10,0:00.07,56024,11299813
random_access,2,10,0:00.07,56056,11299813
compress,2,10,0:04.56,306308,163725494
decompress,2,10,0:03.34,517624,11299813
random_access,2,10,0:00.07,55848,11299813
random_access,2,10,0:00.07,56024,11299813
random_access,2,10,0:00.07,55864,11299813
compress,2,10,0:04.58,239692,163725494
decompress,2,10,0:03.32,515860,11299813
random_access,2,10,0:00.07,55928,11299813
random_access,2,10,0:00.07,55976,11299813
random_access,2,10,0:00.07,56132,11299813
compress,2,15,0:06.09,409748,228582256
decompress,2,15,0:04.46,546864,14122274
random_access,2,15,0:00.07,56476,14122274
random_access,2,15,0:00.08,56508,14122274
random_access,2,15,0:00.07,56396,14122274
compress,2,15,0:06.09,379824,228582256
decompress,2,15,0:04.39,572884,14122274
random_access,2,15,0:00.07,56424,14122274
random_access,2,15,0:00.07,56496,14122274
random_access,2,15,0:00.07,56420,14122274
compress,2,15,0:06.40,391096,228582256
decompress,2,15,0:04.33,581232,14122274
random_access,2,15,0:00.07,56444,14122274
random_access,2,15,0:00.07,56520,14122274
random_access,2,15,0:00.07,56528,14122274
compress,2,25,0:07.68,422848,298387041
decompress,2,25,0:04.83,584268,15775588
random_access,2,25,0:00.07,56700,15775588
random_access,2,25,0:00.07,56552,15775588
random_access,2,25,0:00.08,56692,15775588
compress,2,25,0:08.08,413796,298387041
decompress,2,25,0:04.93,578416,15775588
random_access,2,25,0:00.07,56712,15775588
random_access,2,25,0:00.08,56560,15775588
