Command,Chromosome,Sample_Size,Time_Taken,Memory_Used_MB,Input_file_size
compress,10,150,1:12.28,84984,1059865149
random_access,10,150,0:00.01,15988,59178876
random_access,10,150,0:00.02,20976,59178876
random_access,10,150,0:00.03,32404,59178876
compress,10,150,1:07.65,86208,1059865149
random_access,10,150,0:00.01,15956,59178876
random_access,10,150,0:00.02,21080,59178876
random_access,10,150,0:00.03,32268,59178876
compress,10,100,1:50.17,61804,665215512
decompress,10,100,0:13.00,30520,51146234
random_access,10,100,0:00.01,17096,51146234
random_access,10,100,0:00.02,25184,51146234
random_access,10,100,0:00.04,29064,51146234
compress,10,100,4:39.75,71340,665215512
decompress,10,100,0:12.50,30596,51146234
random_access,10,100,0:00.01,17072,51146234
random_access,10,100,0:00.03,25312,51146234
random_access,10,100,0:00.02,29080,51146234
compress,10,100,0:57.43,62856,665215512
decompress,10,100,0:12.86,30656,51146234
random_access,10,100,0:00.02,17072,51146234
random_access,10,100,0:00.02,25196,51146234
random_access,10,100,0:00.03,29036,51146234
compress,10,50,0:49.00,46844,342890327
decompress,10,50,0:07.78,23880,42020340
random_access,10,50,0:00.03,17820,42020340
random_access,10,50,0:00.01,17104,42020340
random_access,10,50,0:00.02,15548,42020340
compress,10,50,0:57.68,45292,342890327
decompress,10,50,0:07.76,23948,42020340
random_access,10,50,0:00.02,18100,42020340
random_access,10,50,0:00.03,17072,42020340
random_access,10,50,0:00.02,15448,42020340
compress,10,50,0:48.55,46228,342890327
decompress,10,50,0:07.41,23964,42020340
random_access,10,50,0:00.02,17972,42020340
random_access,10,50,0:00.01,17140,42020340
random_access,10,50,0:00.02,15456,42020340
compress,10,25,0:46.02,36520,200488671
decompress,10,25,0:04.96,20940,35146525
random_access,10,25,0:00.02,15532,35146525
random_access,10,25,0:00.01,16340,35146525
random_access,10,25,0:00.01,16448,35146525
compress,10,25,4:17.92,36400,200488671
decompress,10,25,0:04.99,20880,35146525
random_access,10,25,0:00.03,15536,35146525
random_access,10,25,0:00.02,16116,35146525
random_access,10,25,0:00.02,16552,35146525
compress,10,25,1:22.53,35896,200488671
decompress,10,25,0:05.07,20912,35146525
random_access,10,25,0:00.01,15516,35146525
random_access,10,25,0:00.03,16240,35146525
random_access,10,25,0:00.01,16456,35146525
compress,10,15,1:03.14,31588,146879693
decompress,10,15,0:04.02,19428,31077495
random_access,10,15,0:00.02,18000,31077495
random_access,10,15,0:00.02,15116,31077495
random_access,10,15,0:00.01,15200,31077495
compress,10,15,0:43.85,32020,146879693
decompress,10,15,0:03.93,19512,31077495
random_access,10,15,0:00.02,18108,31077495
random_access,10,15,0:00.01,15064,31077495
random_access,10,15,0:00.02,15024,31077495
compress,10,15,0:53.28,30932,146879693
decompress,10,15,0:03.97,19480,31077495
random_access,10,15,0:00.02,18104,31077495
random_access,10,15,0:00.02,15148,31077495
random_access,10,15,0:00.01,14976,31077495
compress,10,10,1:13.94,30020,114233769
decompress,10,10,0:03.42,18744,27260022
random_access,10,10,0:00.02,17280,27260022
random_access,10,10,0:00.03,17316,27260022
random_access,10,10,0:00.02,16988,27260022
compress,10,10,0:43.74,30004,114233769
decompress,10,10,0:03.24,18792,27260022
random_access,10,10,0:00.02,17256,27260022
random_access,10,10,0:00.02,17260,27260022
random_access,10,10,0:00.03,16780,27260022
compress,10,10,0:42.72,30100,114233769
decompress,10,10,0:03.52,18768,27260022
random_access,10,10,0:00.02,17300,27260022
random_access,10,10,0:00.02,17372,27260022
random_access,10,10,0:00.02,17044,27260022
compress,10,5,0:40.67,26884,77299799
decompress,10,5,0:02.70,18020,21327674
random_access,10,5,0:00.02,15524,21327674
random_access,10,5,0:00.02,15004,21327674
random_access,10,5,0:00.02,15900,21327674
compress,10,5,0:58.11,27316,77299799
decompress,10,5,0:02.64,18056,21327674
random_access,10,5,0:00.01,15632,21327674
random_access,10,5,0:00.01,15100,21327674
random_access,10,5,0:00.02,15916,21327674
compress,10,5,0:38.71,27384,77299799
decompress,10,5,0:02.60,18100,21327674
random_access,10,5,0:00.02,15644,21327674
random_access,10,5,0:00.01,15044,21327674
random_access,10,5,0:00.01,16020,21327674
compress,10,2,0:44.84,25676,54267399
decompress,10,2,0:02.11,17612,16604664
random_access,10,2,0:00.01,15252,16604664
random_access,10,2,0:00.01,15156,16604664
random_access,10,2,0:00.01,14928,16604664
compress,10,2,1:19.13,26192,54267399
decompress,10,2,0:02.10,17684,16604664
random_access,10,2,0:00.01,15304,16604664
random_access,10,2,0:00.01,14892,16604664
random_access,10,2,0:00.01,15068,16604664
compress,10,2,0:42.44,27012,54267399
decompress,10,2,0:02.13,17640,16604664
random_access,10,2,0:00.03,15172,16604664
random_access,10,2,0:00.01,15092,16604664
random_access,10,2,0:00.02,15152,16604664
compress,10,1,0:36.49,24064,38691983
decompress,10,1,0:01.77,17232,12470238
random_access,10,1,0:00.01,15432,12470238
random_access,10,1,0:00.01,14972,12470238
compress,10,1,0:52.88,23484,38691983
decompress,10,1,0:01.80,17396,12470238
random_access,10,1,0:00.02,15468,12470238
random_access,10,1,0:00.01,14948,12470238
compress,10,1,0:36.57,23988,38691983
decompress,10,1,0:01.66,17416,12470238
random_access,10,1,0:00.01,15484,12470238
random_access,10,1,0:00.02,14948,12470238
compress,15,2500,16:41.44,1146656,24510175312
decompress,15,2500,5:51.14,339996,125431956
random_access,15,2500,0:00.04,51500,125431956
random_access,15,2500,0:00.24,337108,125431956
random_access,15,2500,0:00.23,336756,125431956
compress,15,2500,10:29.58,1161596,24510175312
decompress,15,2500,5:48.19,340000,125431956
random_access,15,2500,0:00.04,51480,125431956
random_access,15,2500,0:00.24,337052,125431956
random_access,15,2500,0:00.23,337128,125431956
compress,15,2500,9:14.60,1152384,24510175312
decompress,15,2500,5:56.25,340108,125431956
random_access,15,2500,0:00.04,51324,125431956
random_access,15,2500,0:00.24,337064,125431956
random_access,15,2500,0:00.24,336748,125431956
compress,15,2250,18:59.97,1035424,21179976240
decompress,15,2250,5:20.67,307880,118373560
random_access,15,2250,0:00.20,304736,118373560
random_access,15,2250,0:00.21,304676,118373560
random_access,15,2250,0:00.20,304732,118373560
compress,15,2250,9:12.00,1057220,21179976240
decompress,15,2250,5:10.52,307992,118373560
random_access,15,2250,0:00.20,304668,118373560
random_access,15,2250,0:00.20,304744,118373560
random_access,15,2250,0:00.21,304828,118373560
compress,15,2250,18:23.24,1030148,21179976240
decompress,15,2250,5:02.18,307924,118373560
random_access,15,2250,0:00.20,304608,118373560
random_access,15,2250,0:00.20,304760,118373560
random_access,15,2250,0:00.20,304580,118373560
compress,15,2000,6:54.89,946592,17911160050
decompress,15,2000,4:25.42,275736,110540402
random_access,15,2000,0:00.14,201636,110540402
random_access,15,2000,0:00.19,272860,110540402
random_access,15,2000,0:00.10,133628,110540402
compress,15,2000,7:55.59,918336,17911160050
decompress,15,2000,4:24.03,275792,110540402
random_access,15,2000,0:00.14,201492,110540402
random_access,15,2000,0:00.18,272708,110540402
random_access,15,2000,0:00.09,133612,110540402
compress,15,2000,13:41.66,904464,17911160050
decompress,15,2000,4:29.85,275788,110540402
random_access,15,2000,0:00.13,201584,110540402
random_access,15,2000,0:00.18,272784,110540402
random_access,15,2000,0:00.09,133428,110540402
compress,15,1500,7:02.80,716512,11980364621
decompress,15,1500,3:06.12,210720,94059278
random_access,15,1500,0:00.07,105604,94059278
random_access,15,1500,0:00.15,208360,94059278
random_access,15,1500,0:00.13,182988,94059278
compress,15,1500,5:17.51,713820,11980364621
decompress,15,1500,3:02.98,210840,94059278
random_access,15,1500,0:00.08,105376,94059278
random_access,15,1500,0:00.15,208256,94059278
random_access,15,1500,0:00.12,183008,94059278
compress,15,1500,5:01.18,679216,11980364621
decompress,15,1500,3:02.30,210712,94059278
random_access,15,1500,0:00.07,105436,94059278
random_access,15,1500,0:00.14,208272,94059278
random_access,15,1500,0:00.14,183056,94059278
compress,15,1000,13:53.69,485684,6835145820
decompress,15,1000,1:52.99,145956,76117275
random_access,15,1000,0:00.10,144088,76117275
random_access,15,1000,0:00.03,39688,76117275
random_access,15,1000,0:00.12,143964,76117275
compress,15,1000,3:02.24,483368,6835145820
decompress,15,1000,1:52.84,145960,76117275
random_access,15,1000,0:00.10,144152,76117275
random_access,15,1000,0:00.03,39652,76117275
random_access,15,1000,0:00.09,144088,76117275
compress,15,1000,3:03.78,469208,6835145820
decompress,15,1000,1:52.22,145956,76117275
random_access,15,1000,0:00.10,144052,76117275
random_access,15,1000,0:00.03,39676,76117275
random_access,15,1000,0:00.11,143912,76117275
compress,15,900,3:14.62,404624,5921632810
decompress,15,900,1:34.54,133080,72324034
random_access,15,900,0:00.10,131228,72324034
random_access,15,900,0:00.04,50220,72324034
random_access,15,900,0:00.08,96156,72324034
compress,15,900,2:40.10,452172,5921632810
decompress,15,900,1:37.28,133236,72324034
random_access,15,900,0:00.10,131108,72324034
random_access,15,900,0:00.04,50200,72324034
random_access,15,900,0:00.07,96232,72324034
compress,15,900,2:44.20,420372,5921632810
decompress,15,900,1:36.93,133088,72324034
random_access,15,900,0:00.10,131148,72324034
random_access,15,900,0:00.04,50136,72324034
random_access,15,900,0:00.07,96012,72324034
compress,15,800,3:35.30,362732,5065428238
decompress,15,800,1:22.86,119992,68637465
random_access,15,800,0:00.09,118404,68637465
random_access,15,800,0:00.03,34648,68637465
random_access,15,800,0:00.07,99284,68637465
compress,15,800,2:43.65,375356,5065428238
decompress,15,800,1:22.60,120084,68637465
random_access,15,800,0:00.08,118344,68637465
random_access,15,800,0:00.02,34492,68637465
random_access,15,800,0:00.08,99160,68637465
compress,15,800,2:18.55,358596,5065428238
decompress,15,800,1:24.24,120184,68637465
random_access,15,800,0:00.09,118388,68637465
random_access,15,800,0:00.02,34700,68637465
random_access,15,800,0:00.08,99272,68637465
compress,15,750,2:10.81,343892,4643857009
decompress,15,750,1:16.94,113588,66619432
random_access,15,750,0:00.03,31372,66619432
random_access,15,750,0:00.04,46528,66619432
random_access,15,750,0:00.08,111896,66619432
compress,15,750,2:12.45,362860,4643857009
decompress,15,750,1:16.23,113664,66619432
random_access,15,750,0:00.02,31356,66619432
random_access,15,750,0:00.03,46464,66619432
random_access,15,750,0:00.08,111880,66619432
compress,15,750,2:59.37,339268,4643857009
decompress,15,750,1:16.93,113652,66619432
random_access,15,750,0:00.02,31460,66619432
random_access,15,750,0:00.04,46576,66619432
random_access,15,750,0:00.08,111988,66619432
compress,15,700,4:01.01,310080,4244927148
decompress,15,700,1:10.19,107060,64714279
random_access,15,700,0:00.08,105416,64714279
random_access,15,700,0:00.07,91536,64714279
random_access,15,700,0:00.05,56176,64714279
compress,15,700,6:32.90,321832,4244927148
decompress,15,700,1:11.15,107204,64714279
random_access,15,700,0:00.08,105396,64714279
random_access,15,700,0:00.07,91484,64714279
random_access,15,700,0:00.04,56112,64714279
compress,15,700,2:02.25,348576,4244927148
decompress,15,700,1:10.73,107288,64714279
random_access,15,700,0:00.08,105492,64714279
random_access,15,700,0:00.07,91520,64714279
random_access,15,700,0:00.04,56040,64714279
compress,15,600,7:01.34,288216,3467127710
decompress,15,600,0:57.69,94248,60577145
random_access,15,600,0:00.01,19188,60577145
random_access,15,600,0:00.07,92732,60577145
random_access,15,600,0:00.03,36900,60577145
compress,15,600,1:42.95,275096,3467127710
decompress,15,600,0:57.89,94356,60577145
random_access,15,600,0:00.01,19176,60577145
random_access,15,600,0:00.07,92776,60577145
random_access,15,600,0:00.03,37056,60577145
compress,15,600,1:45.89,274160,3467127710
decompress,15,600,0:59.39,94304,60577145
random_access,15,600,0:00.01,19140,60577145
random_access,15,600,0:00.07,92736,60577145
random_access,15,600,0:00.03,36968,60577145
compress,15,500,2:12.21,224640,2731989409
decompress,15,500,0:47.23,81600,56026803
random_access,15,500,0:00.01,14832,56026803
random_access,15,500,0:00.06,79684,56026803
random_access,15,500,0:00.06,79692,56026803
compress,15,500,1:27.53,229796,2731989409
decompress,15,500,0:46.33,81472,56026803
random_access,15,500,0:00.01,14800,56026803
random_access,15,500,0:00.06,79772,56026803
random_access,15,500,0:00.06,79800,56026803
compress,15,500,1:31.51,223624,2731989409
decompress,15,500,0:45.94,81680,56026803
random_access,15,500,0:00.01,14840,56026803
random_access,15,500,0:00.06,79896,56026803
random_access,15,500,0:00.06,79840,56026803
compress,15,250,0:51.90,122868,1134830829
decompress,15,250,0:20.49,49044,42902152
random_access,15,250,0:00.02,32900,42902152
random_access,15,250,0:00.03,37316,42902152
random_access,15,250,0:00.03,35880,42902152
compress,15,250,0:51.39,126248,1134830829
decompress,15,250,0:20.68,49156,42902152
random_access,15,250,0:00.03,32772,42902152
random_access,15,250,0:00.03,37388,42902152
random_access,15,250,0:00.03,35780,42902152
compress,15,250,1:11.74,139436,1134830829
decompress,15,250,0:20.11,49060,42902152
random_access,15,250,0:00.02,32916,42902152
random_access,15,250,0:00.03,37392,42902152
random_access,15,250,0:00.03,35808,42902152
compress,15,200,0:46.65,100008,860736764
decompress,15,200,0:15.71,42588,39436808
random_access,15,200,0:00.01,16748,39436808
random_access,15,200,0:00.01,16084,39436808
random_access,15,200,0:00.03,41140,39436808
compress,15,200,0:46.55,101144,860736764
decompress,15,200,0:16.12,42660,39436808
random_access,15,200,0:00.01,16624,39436808
random_access,15,200,0:00.02,16032,39436808
random_access,15,200,0:00.04,41236,39436808
compress,15,200,0:46.92,103880,860736764
decompress,15,200,0:15.87,42520,39436808
random_access,15,200,0:00.01,16800,39436808
random_access,15,200,0:00.01,16052,39436808
random_access,15,200,0:00.03,41208,39436808
compress,15,150,0:40.61,81648,615077978
decompress,15,150,0:11.66,36084,35776390
random_access,15,150,0:00.03,33652,35776390
random_access,15,150,0:00.03,34936,35776390
random_access,15,150,0:00.02,29776,35776390
compress,15,150,0:40.00,83696,615077978
decompress,15,150,0:11.56,36164,35776390
random_access,15,150,0:00.02,33516,35776390
random_access,15,150,0:00.03,34900,35776390
random_access,15,150,0:00.03,29804,35776390
compress,15,150,0:39.97,80772,615077978
decompress,15,150,0:11.98,36096,35776390
random_access,15,150,0:00.03,33504,35776390
random_access,15,150,0:00.03,34904,35776390
random_access,15,150,0:00.02,29868,35776390
compress,15,100,0:35.25,62056,393836655
decompress,15,100,0:08.17,30004,31413981
random_access,15,100,0:00.01,16288,31413981
random_access,15,100,0:00.02,21536,31413981
random_access,15,100,0:00.01,18344,31413981
compress,15,100,0:38.47,62048,393836655
decompress,15,100,0:07.96,30016,31413981
random_access,15,100,0:00.01,16268,31413981
random_access,15,100,0:00.02,21440,31413981
random_access,15,100,0:00.02,18220,31413981
compress,15,100,0:34.73,64572,393836655
decompress,15,100,0:07.93,29832,31413981
random_access,15,100,0:00.01,16388,31413981
random_access,15,100,0:00.02,21424,31413981
random_access,15,100,0:00.02,18344,31413981
compress,15,50,0:32.08,44436,198495347
decompress,15,50,0:04.49,23200,25384838
random_access,15,50,0:00.01,14512,25384838
random_access,15,50,0:00.01,14768,25384838
random_access,15,50,0:00.02,21852,25384838
compress,15,50,2:00.07,43900,198495347
decompress,15,50,0:04.35,23176,25384838
random_access,15,50,0:00.01,14584,25384838
random_access,15,50,0:00.01,14920,25384838
random_access,15,50,0:00.02,21864,25384838
compress,15,50,0:32.03,44480,198495347
decompress,15,50,0:04.56,23220,25384838
random_access,15,50,0:00.01,14492,25384838
random_access,15,50,0:00.01,14844,25384838
random_access,15,50,0:00.02,21836,25384838
compress,15,25,0:28.19,34620,113187785
decompress,15,25,0:02.88,19916,20886726
random_access,15,25,0:00.01,14876,20886726
random_access,15,25,0:00.01,15652,20886726
random_access,15,25,0:00.02,17856,20886726
compress,15,25,0:29.56,34064,113187785
decompress,15,25,0:03.01,19904,20886726
random_access,15,25,0:00.01,14776,20886726
random_access,15,25,0:00.02,15564,20886726
random_access,15,25,0:00.01,17944,20886726
compress,15,25,0:29.48,33736,113187785
decompress,15,25,0:03.07,19812,20886726
random_access,15,25,0:00.01,14988,20886726
random_access,15,25,0:00.01,15700,20886726
random_access,15,25,0:00.01,17908,20886726
compress,15,15,0:28.76,30696,80228110
decompress,15,15,0:02.44,18752,18032484
random_access,15,15,0:00.01,14292,18032484
random_access,15,15,0:00.01,14436,18032484
random_access,15,15,0:00.01,15276,18032484
compress,15,15,0:27.25,30384,80228110
decompress,15,15,0:02.50,18796,18032484
random_access,15,15,0:00.01,14400,18032484
random_access,15,15,0:00.01,14524,18032484
random_access,15,15,0:00.01,15364,18032484
compress,15,15,0:28.80,30968,80228110
decompress,15,15,0:02.42,18816,18032484
random_access,15,15,0:00.01,14400,18032484
random_access,15,15,0:00.01,14452,18032484
random_access,15,15,0:00.01,15376,18032484
compress,15,10,0:49.22,27812,65072077
decompress,15,10,0:02.10,17956,16351381
random_access,15,10,0:00.02,16660,16351381
random_access,15,10,0:00.01,15132,16351381
random_access,15,10,0:00.02,15468,16351381
compress,15,10,0:29.51,27788,65072077
decompress,15,10,0:02.13,17904,16351381
random_access,15,10,0:00.02,16652,16351381
random_access,15,10,0:00.01,15024,16351381
random_access,15,10,0:00.01,15472,16351381
compress,15,10,0:30.85,27888,65072077
decompress,15,10,0:02.03,17940,16351381
random_access,15,10,0:00.02,16548,16351381
random_access,15,10,0:00.02,15044,16351381
random_access,15,10,0:00.01,15544,16351381
compress,15,5,0:26.30,25488,47457001
decompress,15,5,0:01.69,17328,13601881
random_access,15,5,0:00.01,15996,13601881
random_access,15,5,0:00.01,14756,13601881
random_access,15,5,0:00.01,14452,13601881
compress,15,5,0:24.40,26084,47457001
decompress,15,5,0:01.64,17384,13601881
random_access,15,5,0:00.01,15912,13601881
random_access,15,5,0:00.01,14740,13601881
random_access,15,5,0:00.01,14496,13601881
compress,15,5,2:22.66,27396,47457001
decompress,15,5,0:01.62,17292,13601881
random_access,15,5,0:00.01,15872,13601881
random_access,15,5,0:00.01,14876,13601881
random_access,15,5,0:00.01,14384,13601881
compress,15,2,0:23.16,24660,31637135
decompress,15,2,0:01.26,16608,10155243
random_access,15,2,0:00.01,14920,10155243
random_access,15,2,0:00.01,14744,10155243
random_access,15,2,0:00.02,14464,10155243
compress,15,2,0:26.23,24640,31637135
decompress,15,2,0:01.37,16616,10155243
random_access,15,2,0:00.01,15036,10155243
random_access,15,2,0:00.01,14816,10155243
random_access,15,2,0:00.01,14492,10155243
compress,15,2,1:38.81,23984,31637135
decompress,15,2,0:01.31,16592,10155243
random_access,15,2,0:00.01,14796,10155243
random_access,15,2,0:00.02,14796,10155243
random_access,15,2,0:00.01,14436,10155243
compress,15,1,0:23.51,24444,19248822
decompress,15,1,0:01.00,16420,6762742
random_access,15,1,0:00.01,15360,6762742
random_access,15,1,0:00.02,14424,6762742
random_access,15,1,0:00.02,14184,6762742
compress,15,1,0:26.06,23968,19248822
decompress,15,1,0:00.97,16436,6762742
random_access,15,1,0:00.01,15444,6762742
random_access,15,1,0:00.01,14284,6762742
random_access,15,1,0:00.01,14124,6762742
compress,15,1,0:43.22,23756,19248822
decompress,15,1,0:01.09,16324,6762742
random_access,15,1,0:00.02,15332,6762742
random_access,15,1,0:00.01,14312,6762742
random_access,15,1,0:00.01,14056,6762742
compress,21,2500,8:30.45,1129448,11178891432
decompress,21,2500,2:33.53,339452,55909868
random_access,21,2500,0:00.12,180480,55909868
random_access,21,2500,0:00.07,99064,55909868
random_access,21,2500,0:00.07,105260,55909868
compress,21,2500,4:04.44,1157444,11178891432
decompress,21,2500,2:32.02,339232,55909868
random_access,21,2500,0:00.12,180632,55909868
random_access,21,2500,0:00.07,99196,55909868
random_access,21,2500,0:00.07,105212,55909868
compress,21,2500,4:11.85,1149600,11178891432
decompress,21,2500,2:29.96,339328,55909868
random_access,21,2500,0:00.12,180596,55909868
random_access,21,2500,0:00.07,99104,55909868
random_access,21,2500,0:00.07,105216,55909868
compress,21,2250,4:20.30,1025880,9658261669
decompress,21,2250,2:12.76,306972,52726656
random_access,21,2250,0:00.20,303836,52726656
random_access,21,2250,0:00.14,218000,52726656
random_access,21,2250,0:00.09,145424,52726656
compress,21,2250,3:35.07,1032748,9658261669
decompress,21,2250,2:13.39,306868,52726656
random_access,21,2250,0:00.20,303688,52726656
random_access,21,2250,0:00.14,218092,52726656
random_access,21,2250,0:00.10,145272,52726656
compress,21,2250,3:35.72,1022540,9658261669
decompress,21,2250,2:09.22,307072,52726656
random_access,21,2250,0:00.21,303812,52726656
random_access,21,2250,0:00.15,218080,52726656
random_access,21,2250,0:00.09,145468,52726656
compress,21,2000,3:04.15,930868,8182489722
decompress,21,2000,1:53.74,274664,49264601
random_access,21,2000,0:00.01,14644,49264601
random_access,21,2000,0:00.19,271836,49264601
compress,21,2000,3:04.51,962680,8182489722
decompress,21,2000,1:51.81,274608,49264601
random_access,21,2000,0:00.01,14456,49264601
random_access,21,2000,0:00.18,271832,49264601
compress,21,2000,12:13.41,873788,8182489722
decompress,21,2000,1:56.33,274656,49264601
random_access,21,2000,0:00.01,14504,49264601
random_access,21,2000,0:00.19,271944,49264601
compress,21,1500,4:15.80,677200,5492296550
decompress,21,1500,1:21.33,210296,42040711
random_access,21,1500,0:00.15,207444,42040711
random_access,21,1500,0:00.15,207408,42040711
random_access,21,1500,0:00.11,156636,42040711
compress,21,1500,3:22.07,712848,5492296550
decompress,21,1500,1:20.99,210428,42040711
random_access,21,1500,0:00.14,207436,42040711
random_access,21,1500,0:00.15,207380,42040711
random_access,21,1500,0:00.11,156716,42040711
compress,21,1500,2:07.43,663384,5492296550
decompress,21,1500,1:19.70,210320,42040711
random_access,21,1500,0:00.14,207520,42040711
random_access,21,1500,0:00.14,207488,42040711
random_access,21,1500,0:00.11,156440,42040711
compress,21,1000,5:41.29,485644,3163938965
decompress,21,1000,0:48.79,145168,34152544
random_access,21,1000,0:00.05,72480,34152544
random_access,21,1000,0:00.06,90400,34152544
random_access,21,1000,0:00.07,94556,34152544
compress,21,1000,1:38.10,432632,3163938965
decompress,21,1000,0:48.60,145080,34152544
random_access,21,1000,0:00.05,72392,34152544
random_access,21,1000,0:00.06,90400,34152544
random_access,21,1000,0:00.06,94392,34152544
compress,21,1000,1:22.25,439484,3163938965
decompress,21,1000,0:48.29,145232,34152544
random_access,21,1000,0:00.05,72436,34152544
random_access,21,1000,0:00.07,90400,34152544
random_access,21,1000,0:00.07,94548,34152544
compress,21,900,1:10.43,410636,2743783786
decompress,21,900,0:42.25,132156,32412426
random_access,21,900,0:00.01,15736,32412426
random_access,21,900,0:00.10,130516,32412426
random_access,21,900,0:00.02,27256,32412426
compress,21,900,2:13.49,442268,2743783786
decompress,21,900,0:41.68,132236,32412426
random_access,21,900,0:00.01,15736,32412426
random_access,21,900,0:00.09,130440,32412426
random_access,21,900,0:00.02,27224,32412426
compress,21,900,8:09.82,397304,2743783786
decompress,21,900,0:42.86,132204,32412426
random_access,21,900,0:00.01,15744,32412426
random_access,21,900,0:00.10,130444,32412426
random_access,21,900,0:00.02,27072,32412426
compress,21,800,1:02.52,392752,2341090837
decompress,21,800,0:37.19,119340,30632206
random_access,21,800,0:00.06,81248,30632206
random_access,21,800,0:00.04,63388,30632206
random_access,21,800,0:00.08,117612,30632206
compress,21,800,1:50.94,360264,2341090837
decompress,21,800,0:35.53,119148,30632206
random_access,21,800,0:00.06,81264,30632206
random_access,21,800,0:00.04,63368,30632206
random_access,21,800,0:00.08,117672,30632206
compress,21,800,1:01.67,364924,2341090837
decompress,21,800,0:37.04,119332,30632206
random_access,21,800,0:00.06,81236,30632206
random_access,21,800,0:00.04,63364,30632206
random_access,21,800,0:00.09,117556,30632206
compress,21,750,0:57.23,340100,2148383415
decompress,21,750,0:33.94,112716,29726631
random_access,21,750,0:00.03,47940,29726631
random_access,21,750,0:00.06,84652,29726631
random_access,21,750,0:00.04,59856,29726631
compress,21,750,1:33.29,322568,2148383415
decompress,21,750,0:33.59,112752,29726631
random_access,21,750,0:00.03,47872,29726631
random_access,21,750,0:00.06,84604,29726631
random_access,21,750,0:00.04,59908,29726631
compress,21,750,0:56.33,322876,2148383415
decompress,21,750,0:33.43,112740,29726631
random_access,21,750,0:00.03,47856,29726631
random_access,21,750,0:00.06,84724,29726631
random_access,21,750,0:00.04,59944,29726631
compress,21,700,0:53.21,321180,1964324474
random_access,21,700,0:00.01,14420,28860669
random_access,21,700,0:00.04,52080,28860669
random_access,21,700,0:00.07,104804,28860669
compress,21,700,0:52.84,316296,1964324474
random_access,21,700,0:00.01,14260,28860669
random_access,21,700,0:00.03,52068,28860669
random_access,21,700,0:00.08,104844,28860669
compress,21,700,0:53.95,306164,1964324474
random_access,21,700,0:00.00,14212,28860669
random_access,21,700,0:00.04,52240,28860669
random_access,21,700,0:00.08,104736,28860669
compress,21,600,6:00.91,271264,1597191465
decompress,21,600,0:26.27,93528,26886399
random_access,21,600,0:00.07,91932,26886399
random_access,21,600,0:00.06,73096,26886399
random_access,21,600,0:00.01,16704,26886399
compress,21,600,3:28.45,308424,1597191465
decompress,21,600,0:25.34,93492,26886399
random_access,21,600,0:00.07,91908,26886399
random_access,21,600,0:00.05,73012,26886399
random_access,21,600,0:00.01,16892,26886399
compress,21,600,0:46.07,272044,1597191465
decompress,21,600,0:26.00,93600,26886399
random_access,21,600,0:00.07,91984,26886399
random_access,21,600,0:00.06,73208,26886399
random_access,21,600,0:00.01,16860,26886399
compress,21,500,1:26.30,228224,1261698260
decompress,21,500,0:20.43,80460,24941315
random_access,21,500,0:00.02,29512,24941315
random_access,21,500,0:00.06,79096,24941315
random_access,21,500,0:00.02,31212,24941315
compress,21,500,1:21.64,229548,1261698260
decompress,21,500,0:21.00,80356,24941315
random_access,21,500,0:00.02,29464,24941315
random_access,21,500,0:00.05,79252,24941315
random_access,21,500,0:00.02,31052,24941315
compress,21,500,0:38.67,228408,1261698260
decompress,21,500,0:21.12,80472,24941315
random_access,21,500,0:00.02,29360,24941315
random_access,21,500,0:00.06,79212,24941315
random_access,21,500,0:00.02,31260,24941315
compress,21,250,0:22.86,124316,528366705
decompress,21,250,0:08.90,48372,19126373
random_access,21,250,0:00.02,21912,19126373
random_access,21,250,0:00.04,47240,19126373
random_access,21,250,0:00.03,47128,19126373
compress,21,250,0:23.29,121716,528366705
decompress,21,250,0:08.97,48260,19126373
random_access,21,250,0:00.02,22056,19126373
random_access,21,250,0:00.03,47096,19126373
random_access,21,250,0:00.03,46976,19126373
compress,21,250,0:27.12,126632,528366705
decompress,21,250,0:09.26,48348,19126373
random_access,21,250,0:00.01,21892,19126373
random_access,21,250,0:00.04,47112,19126373
random_access,21,250,0:00.03,47148,19126373
compress,21,200,0:20.59,100860,406294330
decompress,21,200,0:07.20,41568,17779992
random_access,21,200,0:00.02,33312,17779992
random_access,21,200,0:00.01,17892,17779992
random_access,21,200,0:00.01,17724,17779992
compress,21,200,1:35.62,97576,406294330
decompress,21,200,0:07.24,41640,17779992
random_access,21,200,0:00.02,33100,17779992
random_access,21,200,0:00.01,17672,17779992
random_access,21,200,0:00.01,17548,17779992
compress,21,200,0:19.93,103764,406294330
decompress,21,200,0:07.34,41744,17779992
random_access,21,200,0:00.03,33184,17779992
random_access,21,200,0:00.01,17700,17779992
random_access,21,200,0:00.01,17588,17779992
compress,21,150,0:39.52,80896,289647668
decompress,21,150,0:05.21,35356,16097934
random_access,21,150,0:00.01,15336,16097934
random_access,21,150,0:00.03,34304,16097934
random_access,21,150,0:00.01,22808,16097934
compress,21,150,0:18.19,82160,289647668
decompress,21,150,0:05.31,35296,16097934
random_access,21,150,0:00.01,15368,16097934
random_access,21,150,0:00.02,34252,16097934
random_access,21,150,0:00.01,22592,16097934
compress,21,150,0:17.99,84516,289647668
decompress,21,150,0:05.30,35284,16097934
random_access,21,150,0:00.01,15220,16097934
random_access,21,150,0:00.03,34256,16097934
random_access,21,150,0:00.01,22804,16097934
compress,21,100,0:15.55,59532,185958994
