Command,Chromosome,Sample_Size,Threads,Time_Taken,Memory_Used_MB,Input_file_size
compress,18,2000,3,3:27.67,494356,16758236202
compress,18,2000,4,3:25.65,545208,16758236202
compress,18,2000,4,3:22.46,530228,16758236202
compress,18,2000,8,3:24.04,652876,16758236202
compress,18,2000,8,3:27.59,643376,16758236202
compress,18,1500,1,2:17.18,364444,11246553005
compress,18,1500,1,2:18.00,363220,11246553005
compress,18,1500,2,2:22.40,397788,11246553005
compress,18,1500,2,2:18.78,395900,11246553005
compress,18,1500,3,2:16.38,432944,11246553005
compress,18,1500,3,2:15.98,441364,11246553005
compress,18,1500,4,2:19.66,463916,11246553005
compress,18,1500,4,2:15.51,469320,11246553005
compress,18,1500,8,2:19.48,578672,11246553005
compress,18,1500,8,2:21.62,588076,11246553005
compress,18,1000,1,1:22.29,337712,6468162475
compress,18,1000,1,1:14.98,322524,6468162475
compress,18,1000,2,1:18.76,355780,6468162475
compress,18,1000,2,1:12.89,373196,6468162475
compress,18,1000,3,1:23.37,390264,6468162475
compress,18,1000,3,1:20.92,384324,6468162475
compress,18,1000,4,1:21.44,420816,6468162475
compress,18,1000,4,1:18.53,421080,6468162475
compress,18,1000,8,1:21.39,538108,6468162475
compress,18,1000,8,1:17.15,541972,6468162475
compress,18,750,1,0:57.61,322124,4398093548
compress,18,750,1,0:57.01,321568,4398093548
compress,18,750,2,0:58.81,334776,4398093548
compress,18,750,2,0:56.53,344424,4398093548
compress,18,750,3,0:56.24,374408,4398093548
compress,18,750,3,0:57.63,380992,4398093548
compress,18,750,4,0:56.38,403124,4398093548
compress,18,750,4,0:57.02,391324,4398093548
compress,18,750,8,0:57.22,502272,4398093548
compress,18,750,8,0:57.56,507008,4398093548
compress,18,500,1,0:35.70,319028,2576808925
compress,18,500,1,0:34.82,319844,2576808925
compress,18,500,2,0:33.64,342136,2576808925
compress,18,500,2,0:34.27,353320,2576808925
compress,18,500,3,0:35.20,373744,2576808925
compress,18,500,3,0:34.69,390244,2576808925
compress,18,500,4,0:35.46,397472,2576808925
compress,18,500,4,0:34.72,422436,2576808925
compress,18,500,8,0:33.90,529120,2576808925
compress,18,500,8,0:30.94,504936,2576808925
compress,18,250,1,0:18.03,256412,1076119731
compress,18,250,1,0:18.08,251864,1076119731
compress,18,250,2,0:16.23,278072,1076119731
compress,18,250,2,0:14.71,278564,1076119731
compress,18,250,3,0:16.64,296960,1076119731
compress,18,250,3,0:15.99,310244,1076119731
compress,18,250,4,0:16.69,324840,1076119731
compress,18,250,4,0:16.34,319552,1076119731
compress,18,250,8,0:16.06,498056,1076119731
compress,18,250,8,0:13.70,427172,1076119731
compress,18,200,1,0:14.54,242836,824413888
compress,18,200,1,0:14.56,240716,824413888
compress,18,200,2,0:13.59,279788,824413888
compress,18,200,2,0:13.02,287380,824413888
compress,18,200,3,0:12.88,288740,824413888
compress,18,200,3,0:12.94,288728,824413888
compress,18,200,4,0:13.34,312544,824413888
compress,18,200,4,0:12.84,317256,824413888
compress,18,200,8,0:12.57,396820,824413888
compress,18,200,8,0:12.71,378260,824413888
compress,18,100,1,0:08.22,231032,375567526
compress,18,100,1,0:07.97,221688,375567526
compress,18,100,2,0:07.33,251796,375567526
compress,18,100,2,0:07.37,238156,375567526
compress,18,100,3,0:06.99,267952,375567526
compress,18,100,3,0:06.92,272484,375567526
compress,18,100,4,0:06.07,283872,375567526
compress,18,100,4,0:06.77,289604,375567526
compress,18,100,8,0:06.59,343336,375567526
compress,18,100,8,0:06.89,324544,375567526
compress,18,50,1,0:05.07,198192,186920753
compress,18,50,1,0:05.07,204164,186920753
compress,18,50,2,0:04.46,217296,186920753
compress,18,50,2,0:04.63,221152,186920753
compress,18,50,3,0:04.38,224456,186920753
compress,18,50,3,0:04.02,227936,186920753
compress,18,50,4,0:04.35,230816,186920753
compress,18,50,4,0:04.40,235512,186920753
compress,18,50,8,0:04.22,270492,186920753
compress,18,50,8,0:03.96,249632,186920753
compress,18,25,1,0:03.63,130340,103405798
compress,18,25,1,0:03.66,129192,103405798
compress,18,25,2,0:03.26,138088,103405798
compress,18,25,2,0:03.04,132256,103405798
compress,18,25,3,0:03.01,138008,103405798
compress,18,25,3,0:03.08,138436,103405798
compress,18,25,4,0:03.02,134072,103405798
compress,18,25,4,0:02.98,139416,103405798
compress,18,25,8,0:02.98,175996,103405798
compress,18,25,8,0:02.77,169140,103405798
compress,18,10,1,0:02.59,113056,56158598
compress,18,10,1,0:02.52,117056,56158598
compress,18,10,2,0:02.26,125880,56158598
compress,18,10,2,0:02.26,127980,56158598
compress,18,10,3,0:02.14,124512,56158598
compress,18,10,3,0:03.27,118340,56158598
compress,18,10,4,0:02.13,137220,56158598
compress,18,10,4,0:02.13,132132,56158598
compress,18,10,8,0:02.23,139648,56158598
compress,18,10,8,0:02.39,149068,56158598
compress,18,5,1,0:02.40,100844,43196046
compress,18,5,1,0:02.43,100688,43196046
compress,18,5,2,0:02.07,105372,43196046
compress,18,5,2,0:02.02,107116,43196046
compress,18,5,3,0:01.92,108152,43196046
compress,18,5,3,0:01.81,106412,43196046
compress,18,5,4,0:01.87,111412,43196046
compress,18,5,4,0:01.88,113588,43196046
compress,18,5,8,0:01.94,126692,43196046
compress,18,5,8,0:01.76,137880,43196046
compress,18,2,1,0:01.93,79972,30569050
compress,18,2,1,0:01.81,79956,30569050
compress,18,2,2,0:01.57,86436,30569050
compress,18,2,2,0:01.61,85060,30569050
compress,18,2,3,0:01.52,92636,30569050
compress,18,2,3,0:01.53,89468,30569050
compress,18,2,4,0:01.51,92980,30569050
compress,18,2,4,0:01.57,94864,30569050
compress,18,2,8,0:01.64,110772,30569050
compress,18,2,8,0:01.59,109308,30569050
compress,18,1,1,0:01.11,65544,19242810
compress,18,1,1,0:01.26,65592,19242810
compress,18,1,2,0:01.11,71416,19242810
compress,18,1,2,0:01.18,70732,19242810
compress,18,1,3,0:01.13,73584,19242810
compress,18,1,3,0:01.11,73600,19242810
compress,18,1,4,0:01.12,79092,19242810
compress,18,1,4,0:01.12,80180,19242810
compress,18,1,8,0:01.20,101452,19242810
compress,18,1,8,0:01.18,102376,19242810
compress,3,2500,1,11:33.60,443440,58959633943
compress,3,2500,1,11:51.24,469900,58959633943
compress,3,2500,2,10:59.51,514080,58959633943
compress,3,2500,2,11:53.26,490492,58959633943
compress,3,2500,3,11:40.43,538300,58959633943
compress,3,2500,3,11:30.96,553708,58959633943
compress,3,2500,4,11:48.25,593724,58959633943
compress,3,2500,4,11:28.40,613204,58959633943
compress,3,2500,8,11:37.52,775536,58959633943
compress,3,2500,8,11:28.86,755204,58959633943
compress,3,2000,1,8:29.88,419640,43136096646
compress,3,2000,1,8:31.06,432952,43136096646
compress,3,2000,2,8:41.27,500368,43136096646
compress,3,2000,2,8:35.85,478232,43136096646
compress,3,2000,3,8:22.52,536032,43136096646
compress,3,2000,3,8:17.61,534448,43136096646
compress,3,2000,4,8:23.71,573188,43136096646
compress,3,2000,4,8:28.66,565656,43136096646
compress,3,2000,8,8:43.41,724328,43136096646
compress,3,2000,8,8:27.74,708024,43136096646
compress,3,1500,1,5:52.58,402668,28861617917
compress,3,1500,1,5:49.59,396672,28861617917
compress,3,1500,2,5:53.99,450720,28861617917
compress,3,1500,2,5:57.60,428568,28861617917
compress,3,1500,3,5:56.61,484408,28861617917
compress,3,1500,3,5:55.85,488340,28861617917
compress,3,1500,4,5:53.33,537488,28861617917
compress,3,1500,4,5:55.24,529096,28861617917
compress,3,1500,8,5:47.02,726704,28861617917
compress,3,1500,8,5:56.10,684872,28861617917
compress,3,1000,1,3:30.32,383148,16459646551
compress,3,1000,1,3:23.10,382064,16459646551
compress,3,1000,2,3:28.67,425800,16459646551
compress,3,1000,2,3:28.09,425484,16459646551
compress,3,1000,3,3:24.65,470644,16459646551
compress,3,1000,3,3:28.19,460296,16459646551
compress,3,1000,4,3:21.68,533268,16459646551
compress,3,1000,4,3:27.46,529448,16459646551
compress,3,1000,8,3:28.15,708532,16459646551
compress,3,1000,8,3:32.78,707260,16459646551
compress,3,750,1,2:29.10,358640,11148950193
compress,3,750,1,2:17.33,364644,11148950193
compress,3,750,2,2:24.99,392672,11148950193
compress,3,750,2,2:25.45,388432,11148950193
compress,3,750,3,2:20.86,429188,11148950193
compress,3,750,3,2:20.07,448332,11148950193
compress,3,750,4,2:25.93,468224,11148950193
compress,3,750,4,2:19.93,478112,11148950193
compress,3,750,8,2:22.62,648912,11148950193
compress,3,750,8,2:25.51,619404,11148950193
compress,3,500,1,1:25.31,367640,6494117008
compress,3,500,1,1:29.67,371392,6494117008
compress,3,500,2,1:24.05,418468,6494117008
compress,3,500,2,1:25.52,412376,6494117008
compress,3,500,3,1:14.32,450800,6494117008
compress,3,500,3,1:26.60,441476,6494117008
compress,3,500,4,1:26.49,477796,6494117008
compress,3,500,4,1:27.92,483712,6494117008
compress,3,500,8,1:23.37,625676,6494117008
compress,3,500,8,1:27.88,636128,6494117008
compress,3,250,1,0:40.47,363740,2672649616
compress,3,250,1,0:36.24,374608,2672649616
compress,3,250,2,0:38.89,405824,2672649616
compress,3,250,2,0:34.16,403124,2672649616
compress,3,250,3,0:39.62,452056,2672649616
compress,3,250,3,0:38.87,448488,2672649616
compress,3,250,4,0:38.54,483644,2672649616
compress,3,250,4,0:39.23,474888,2672649616
compress,3,250,8,0:37.03,631444,2672649616
compress,3,250,8,0:38.40,632576,2672649616
compress,3,200,1,0:32.05,364332,2053523591
compress,3,200,1,0:32.62,355564,2053523591
compress,3,200,2,0:26.99,398396,2053523591
compress,3,200,2,0:31.91,388552,2053523591
compress,3,200,3,0:30.53,441580,2053523591
compress,3,200,3,0:30.57,423180,2053523591
compress,3,200,4,0:30.44,468676,2053523591
compress,3,200,4,0:26.60,478076,2053523591
compress,3,200,8,0:30.12,623032,2053523591
compress,3,200,8,0:31.04,602420,2053523591
compress,3,100,1,0:18.20,330088,931969419
compress,3,100,1,0:15.43,329772,931969419
compress,3,100,2,0:16.86,368984,931969419
compress,3,100,2,0:16.89,367292,931969419
compress,3,100,3,0:16.43,402052,931969419
compress,3,100,3,0:16.57,402928,931969419
compress,3,100,4,0:16.24,432136,931969419
compress,3,100,4,0:16.68,454204,931969419
compress,3,100,8,0:16.37,562136,931969419
compress,3,100,8,0:16.85,546500,931969419
compress,3,50,1,0:10.69,305760,487008854
compress,3,50,1,0:10.76,315804,487008854
compress,3,50,2,0:09.88,352536,487008854
compress,3,50,2,0:10.13,356888,487008854
compress,3,50,3,0:09.88,380100,487008854
compress,3,50,3,0:10.07,370896,487008854
compress,3,50,4,0:09.79,396408,487008854
compress,3,50,4,0:09.72,423844,487008854
compress,3,50,8,0:10.71,495484,487008854
compress,3,50,8,0:10.67,488520,487008854
compress,3,25,1,0:08.59,301648,274792791
compress,3,25,1,0:08.48,301156,274792791
compress,3,25,2,0:07.41,315028,274792791
compress,3,25,2,0:07.27,322092,274792791
compress,3,25,3,0:07.07,361936,274792791
compress,3,25,3,0:07.16,356344,274792791
compress,3,25,4,0:07.02,381892,274792791
compress,3,25,4,0:07.02,378592,274792791
compress,3,25,8,0:08.02,447440,274792791
compress,3,25,8,0:07.48,454848,274792791
compress,3,10,1,0:06.06,201760,153545244
compress,3,10,1,0:05.96,204932,153545244
compress,3,10,2,0:05.18,214792,153545244
compress,3,10,2,0:05.06,207660,153545244
compress,3,10,3,0:05.11,204936,153545244
compress,3,10,3,0:04.65,216828,153545244
compress,3,10,4,0:05.02,215468,153545244
compress,3,10,4,0:04.76,220728,153545244
compress,3,10,8,0:05.36,258116,153545244
compress,3,10,8,0:04.56,281092,153545244
compress,3,5,1,0:04.05,170328,92701561
compress,3,5,1,0:04.15,170232,92701561
compress,3,5,2,0:03.51,171908,92701561
compress,3,5,2,0:03.51,169912,92701561
compress,3,5,3,0:03.33,171696,92701561
compress,3,5,3,0:03.17,173428,92701561
compress,3,5,4,0:03.09,181680,92701561
compress,3,5,4,0:03.19,167444,92701561
compress,3,5,8,0:03.57,201160,92701561
compress,3,5,8,0:03.37,193672,92701561
compress,3,2,1,0:03.11,124320,64313190
compress,3,2,1,0:03.09,123804,64313190
compress,3,2,2,0:02.70,130592,64313190
compress,3,2,2,0:02.71,128612,64313190
compress,3,2,3,0:02.54,132120,64313190
compress,3,2,3,0:02.53,132856,64313190
compress,3,2,4,0:02.59,136240,64313190
compress,3,2,4,0:02.43,136244,64313190
compress,3,2,8,0:02.49,171320,64313190
compress,3,2,8,0:02.58,163508,64313190
compress,3,1,1,0:02.42,106884,45704052
compress,3,1,1,0:02.39,111188,45704052
compress,3,1,2,0:02.13,114380,45704052
compress,3,1,2,0:02.05,116704,45704052
compress,3,1,3,0:01.95,119880,45704052
compress,3,1,3,0:02.07,121336,45704052
compress,3,1,4,0:01.92,133156,45704052
compress,3,1,4,0:01.88,131028,45704052
compress,3,1,8,0:01.99,143964,45704052
compress,3,1,8,0:01.97,134848,45704052
compress,20,2500,1,3:39.45,424776,18323984222
compress,20,2500,1,3:42.51,426376,18323984222
compress,20,2500,2,3:44.33,446216,18323984222
compress,20,2500,2,3:48.63,444376,18323984222
compress,20,2500,3,3:10.50,493340,18323984222
compress,20,2500,3,3:41.38,497432,18323984222
compress,20,2500,4,3:25.67,524716,18323984222
compress,20,2500,4,3:44.52,513960,18323984222
compress,20,2500,8,3:45.45,623476,18323984222
compress,20,2500,8,3:43.67,634416,18323984222
compress,20,2000,1,2:44.23,388976,13372290888
compress,20,2000,1,2:42.85,388116,13372290888
compress,20,2000,2,2:43.49,414464,13372290888
compress,20,2000,2,2:31.05,424564,13372290888
compress,20,2000,3,2:38.69,457808,13372290888
compress,20,2000,3,2:46.71,455292,13372290888
compress,20,2000,4,2:43.16,497904,13372290888
compress,20,2000,4,2:41.87,490892,13372290888
compress,20,2000,8,2:45.48,619980,13372290888
compress,20,2000,8,2:43.93,600304,13372290888
compress,20,1500,1,1:50.66,327684,8976899058
compress,20,1500,1,1:46.74,343140,8976899058
compress,20,1500,2,1:50.62,360540,8976899058
compress,20,1500,2,1:51.19,370344,8976899058
compress,20,1500,3,1:50.33,393288,8976899058
compress,20,1500,3,1:51.19,397540,8976899058
compress,20,1500,4,1:35.84,429892,8976899058
compress,20,1500,4,1:50.30,431248,8976899058
compress,20,1500,8,1:46.77,533968,8976899058
compress,20,1500,8,1:49.67,527976,8976899058
compress,20,1000,1,1:07.04,316708,5150857164
compress,20,1000,1,1:04.40,299332,5150857164
compress,20,1000,2,1:04.27,368836,5150857164
compress,20,1000,2,1:07.38,363064,5150857164
compress,20,1000,3,1:06.78,394880,5150857164
compress,20,1000,3,1:04.78,376184,5150857164
compress,20,1000,4,0:55.57,412076,5150857164
compress,20,1000,4,1:05.93,404856,5150857164
compress,20,1000,8,1:01.03,522584,5150857164
compress,20,1000,8,1:04.76,527596,5150857164
compress,20,750,1,0:44.83,302168,3479782215
compress,20,750,1,0:46.65,291896,3479782215
compress,20,750,2,0:44.80,335264,3479782215
compress,20,750,2,0:45.57,330480,3479782215
compress,20,750,3,0:38.64,363940,3479782215
compress,20,750,3,0:44.62,356268,3479782215
compress,20,750,4,0:46.23,402840,3479782215
compress,20,750,4,0:43.04,380368,3479782215
compress,20,750,8,0:43.89,504412,3479782215
compress,20,750,8,0:46.74,500960,3479782215
compress,20,500,1,0:27.88,262036,2029617323
compress,20,500,1,0:28.80,278172,2029617323
compress,20,500,2,0:26.26,305880,2029617323
compress,20,500,2,0:27.79,293824,2029617323
compress,20,500,3,0:27.74,317240,2029617323
compress,20,500,3,0:24.16,348868,2029617323
compress,20,500,4,0:27.41,325396,2029617323
compress,20,500,4,0:27.60,327656,2029617323
compress,20,500,8,0:28.12,431872,2029617323
compress,20,500,8,0:27.21,437844,2029617323
compress,20,250,1,0:13.87,234352,838858256
compress,20,250,1,0:13.23,231268,838858256
compress,20,250,2,0:12.91,257724,838858256
compress,20,250,2,0:13.06,257256,838858256
compress,20,250,3,0:10.99,280068,838858256
compress,20,250,3,0:12.69,292772,838858256
compress,20,250,4,0:10.75,307848,838858256
compress,20,250,4,0:12.73,311804,838858256
compress,20,250,8,0:12.41,395008,838858256
compress,20,250,8,0:11.20,376848,838858256
compress,20,200,1,0:11.21,226976,643313006
compress,20,200,1,0:11.02,227688,643313006
compress,20,200,2,0:10.22,247136,643313006
compress,20,200,2,0:09.20,239768,643313006
compress,20,200,3,0:10.01,262628,643313006
compress,20,200,3,0:10.48,270396,643313006
compress,20,200,4,0:10.40,287720,643313006
compress,20,200,4,0:09.45,296576,643313006
compress,20,200,8,0:10.45,347208,643313006
compress,20,200,8,0:09.79,387384,643313006
compress,20,100,1,0:05.70,201480,292708677
compress,20,100,1,0:06.20,203004,292708677
compress,20,100,2,0:05.75,223124,292708677
compress,20,100,2,0:05.66,226688,292708677
compress,20,100,3,0:05.49,245724,292708677
compress,20,100,3,0:05.69,236936,292708677
compress,20,100,4,0:05.49,264824,292708677
compress,20,100,4,0:05.41,257332,292708677
compress,20,100,8,0:05.44,285380,292708677
compress,20,100,8,0:05.37,276136,292708677
compress,20,50,1,0:04.03,148568,149140817
compress,20,50,1,0:04.07,146404,149140817
compress,20,50,2,0:03.63,162760,149140817
compress,20,50,2,0:03.69,167948,149140817
compress,20,50,3,0:03.56,172776,149140817
compress,20,50,3,0:03.21,165680,149140817
compress,20,50,4,0:03.37,163548,149140817
compress,20,50,4,0:03.11,172180,149140817
compress,20,50,8,0:03.80,189904,149140817
compress,20,50,8,0:03.38,191624,149140817
compress,20,25,1,0:03.05,124992,85964384
compress,20,25,1,0:03.07,123608,85964384
compress,20,25,2,0:02.70,122652,85964384
compress,20,25,2,0:02.66,124272,85964384
compress,20,25,3,0:02.61,126580,85964384
compress,20,25,3,0:02.60,128112,85964384
compress,20,25,4,0:02.56,139604,85964384
compress,20,25,4,0:02.50,138392,85964384
compress,20,25,8,0:02.60,157224,85964384
compress,20,25,8,0:02.43,161644,85964384
compress,20,10,1,0:02.27,102020,46946694
compress,20,10,1,0:02.20,97716,46946694
compress,20,10,2,0:02.00,105928,46946694
compress,20,10,2,0:01.93,107148,46946694
compress,20,10,3,0:01.75,110664,46946694
compress,20,10,3,0:01.82,110520,46946694
compress,20,10,4,0:01.76,101180,46946694
compress,20,10,4,0:01.77,115084,46946694
compress,20,10,8,0:01.87,144832,46946694
compress,20,10,8,0:01.95,133396,46946694
compress,20,5,1,0:01.94,93396,35072895
compress,20,5,1,0:01.86,90500,35072895
compress,20,5,2,0:01.64,97856,35072895
compress,20,5,2,0:01.67,96324,35072895
compress,20,5,3,0:01.61,104404,35072895
compress,20,5,3,0:01.60,104276,35072895
compress,20,5,4,0:01.58,105832,35072895
compress,20,5,4,0:01.54,107240,35072895
compress,20,5,8,0:01.66,122452,35072895
compress,20,5,8,0:01.58,124408,35072895
compress,20,2,1,0:01.57,76776,23183095
compress,20,2,1,0:01.58,77144,23183095
compress,20,2,2,0:01.38,81008,23183095
compress,20,2,2,0:01.37,79548,23183095
compress,20,2,3,0:01.36,86536,23183095
compress,20,2,3,0:01.35,87548,23183095
compress,20,2,4,0:01.35,89708,23183095
compress,20,2,4,0:01.35,89772,23183095
compress,20,2,8,0:01.31,105904,23183095
compress,20,2,8,0:01.26,109724,23183095
compress,20,1,1,0:01.01,63644,17083206
compress,20,1,1,0:00.98,63972,17083206
compress,20,1,2,0:01.00,69464,17083206
compress,20,1,2,0:00.99,69128,17083206
compress,20,1,3,0:00.99,69468,17083206
compress,20,1,3,0:01.01,70048,17083206
compress,20,1,4,0:01.13,76068,17083206
compress,20,1,4,0:01.00,76444,17083206
compress,20,1,8,0:01.08,89112,17083206
compress,20,1,8,0:01.13,99572,17083206
