Command,Chromosome,Sample_Size,Threads,Time_Taken,Memory_Used_MB,Input_file_size
compress,14,2500,2,5:16.52,479444,26842100686
compress,14,2500,3,5:18.27,527024,26842100686
compress,14,2500,3,5:17.77,528912,26842100686
compress,14,2500,4,5:14.59,557316,26842100686
compress,14,2500,4,5:26.24,560456,26842100686
compress,14,2500,8,5:04.09,712512,26842100686
compress,14,2500,8,5:08.13,662692,26842100686
compress,14,2000,1,3:55.67,432372,19579354472
compress,14,2000,1,3:48.20,419628,19579354472
compress,14,2000,2,3:42.74,460252,19579354472
compress,14,2000,2,3:56.89,466204,19579354472
compress,14,2000,3,3:55.59,495428,19579354472
compress,14,2000,3,3:46.88,508472,19579354472
compress,14,2000,4,3:52.13,541232,19579354472
compress,14,2000,4,3:56.31,539436,19579354472
compress,14,2000,8,3:56.99,670112,19579354472
compress,14,2000,8,3:49.77,685932,19579354472
compress,14,1500,1,2:43.31,392988,13100794418
compress,14,1500,1,2:40.71,383856,13100794418
compress,14,1500,2,2:30.36,439036,13100794418
compress,14,1500,2,2:26.24,436680,13100794418
compress,14,1500,3,2:31.43,457128,13100794418
compress,14,1500,3,2:39.77,458016,13100794418
compress,14,1500,4,2:46.99,495648,13100794418
compress,14,1500,4,2:43.74,507640,13100794418
compress,14,1500,8,2:44.30,671392,13100794418
compress,14,1500,8,2:41.76,653072,13100794418
compress,14,1000,1,1:35.80,358556,7511414434
compress,14,1000,1,1:36.32,363724,7511414434
compress,14,1000,2,1:34.75,404092,7511414434
compress,14,1000,2,1:38.76,410832,7511414434
compress,14,1000,3,1:30.28,442164,7511414434
compress,14,1000,3,1:36.62,460240,7511414434
compress,14,1000,4,1:30.51,468140,7511414434
compress,14,1000,4,1:40.09,468284,7511414434
compress,14,1000,8,1:34.88,578500,7511414434
compress,14,1000,8,1:36.10,602548,7511414434
compress,14,750,1,1:07.73,337864,5091349145
compress,14,750,1,1:05.17,324212,5091349145
compress,14,750,2,1:05.47,363692,5091349145
compress,14,750,2,1:06.22,368036,5091349145
compress,14,750,3,1:06.01,393900,5091349145
compress,14,750,3,1:03.38,411456,5091349145
compress,14,750,4,0:57.22,453568,5091349145
compress,14,750,4,1:06.09,432192,5091349145
compress,14,750,8,1:07.05,563120,5091349145
compress,14,750,8,1:05.97,561508,5091349145
compress,14,500,1,0:38.54,326224,2972955372
compress,14,500,1,0:37.23,324576,2972955372
compress,14,500,2,0:41.00,366492,2972955372
compress,14,500,2,0:39.93,354548,2972955372
compress,14,500,3,0:37.89,394412,2972955372
compress,14,500,3,0:40.43,385464,2972955372
compress,14,500,4,0:34.34,422784,2972955372
compress,14,500,4,0:38.57,408292,2972955372
compress,14,500,8,0:38.14,516008,2972955372
compress,14,500,8,0:40.43,547084,2972955372
compress,14,250,1,0:17.10,316128,1241010828
compress,14,250,1,0:19.04,315652,1241010828
compress,14,250,2,0:18.18,361220,1241010828
compress,14,250,2,0:15.84,354440,1241010828
compress,14,250,3,0:18.74,396280,1241010828
compress,14,250,3,0:18.79,390636,1241010828
compress,14,250,4,0:18.24,399832,1241010828
compress,14,250,4,0:18.09,415544,1241010828
compress,14,250,8,0:18.25,509464,1241010828
compress,14,250,8,0:16.02,486328,1241010828
compress,14,200,1,0:16.43,270532,954261343
compress,14,200,1,0:16.34,269624,954261343
compress,14,200,2,0:14.83,296588,954261343
compress,14,200,2,0:14.94,297232,954261343
compress,14,200,3,0:15.42,327744,954261343
compress,14,200,3,0:15.28,341856,954261343
compress,14,200,4,0:14.71,389672,954261343
compress,14,200,4,0:14.52,340992,954261343
compress,14,200,8,0:13.86,430744,954261343
compress,14,200,8,0:14.88,425388,954261343
compress,14,100,1,0:08.15,239864,430772050
compress,14,100,1,0:08.88,231208,430772050
compress,14,100,2,0:08.22,248556,430772050
compress,14,100,2,0:08.42,262408,430772050
compress,14,100,3,0:07.86,288624,430772050
compress,14,100,3,0:08.22,284056,430772050
compress,14,100,4,0:08.06,295820,430772050
compress,14,100,4,0:08.20,295324,430772050
compress,14,100,8,0:06.95,352572,430772050
compress,14,100,8,0:07.62,324760,430772050
compress,14,50,1,0:05.54,209160,208573846
compress,14,50,1,0:05.66,205696,208573846
compress,14,50,2,0:05.05,231748,208573846
compress,14,50,2,0:05.09,223692,208573846
compress,14,50,3,0:04.83,235208,208573846
compress,14,50,3,0:04.49,241964,208573846
compress,14,50,4,0:04.66,237780,208573846
compress,14,50,4,0:04.79,235184,208573846
compress,14,50,8,0:04.62,273232,208573846
compress,14,50,8,0:04.30,249304,208573846
compress,14,25,1,0:04.32,144108,122751079
compress,14,25,1,0:04.13,145792,122751079
compress,14,25,2,0:03.71,151868,122751079
compress,14,25,2,0:03.76,152392,122751079
compress,14,25,3,0:03.63,170372,122751079
compress,14,25,3,0:03.64,154976,122751079
compress,14,25,4,0:03.50,178152,122751079
compress,14,25,4,0:03.24,167992,122751079
compress,14,25,8,0:04.05,205500,122751079
compress,14,25,8,0:03.87,227648,122751079
compress,14,10,1,0:03.20,129208,72177470
compress,14,10,1,0:03.13,126036,72177470
compress,14,10,2,0:02.79,133376,72177470
compress,14,10,2,0:02.69,130588,72177470
compress,14,10,3,0:02.72,132148,72177470
compress,14,10,3,0:02.55,130676,72177470
compress,14,10,4,0:02.68,138792,72177470
compress,14,10,4,0:02.63,143868,72177470
compress,14,10,8,0:02.79,179328,72177470
compress,14,10,8,0:02.58,183908,72177470
compress,14,5,1,0:02.47,110336,49450628
compress,14,5,1,0:02.49,112496,49450628
compress,14,5,2,0:02.14,123640,49450628
compress,14,5,2,0:02.12,115620,49450628
compress,14,5,3,0:01.98,125312,49450628
compress,14,5,3,0:02.01,121112,49450628
compress,14,5,4,0:01.94,130508,49450628
compress,14,5,4,0:01.95,129492,49450628
compress,14,5,8,0:02.38,155804,49450628
compress,14,5,8,0:02.27,164592,49450628
compress,14,2,1,0:01.88,79876,29643046
compress,14,2,1,0:01.88,80484,29643046
compress,14,2,2,0:01.61,83384,29643046
compress,14,2,2,0:01.60,83348,29643046
compress,14,2,3,0:01.56,88232,29643046
compress,14,2,3,0:01.54,91348,29643046
compress,14,2,4,0:01.64,90028,29643046
compress,14,2,4,0:01.50,95500,29643046
compress,14,2,8,0:01.57,112148,29643046
compress,14,2,8,0:01.59,113964,29643046
compress,14,1,1,0:01.44,78480,21744086
compress,14,1,1,0:01.45,79208,21744086
compress,14,1,2,0:01.28,81120,21744086
compress,14,1,2,0:01.28,81772,21744086
compress,14,1,3,0:01.24,85696,21744086
compress,14,1,3,0:01.37,89072,21744086
compress,14,1,4,0:01.19,89724,21744086
compress,14,1,4,0:01.44,83928,21744086
compress,14,1,8,0:01.39,108044,21744086
compress,14,1,8,0:01.35,107068,21744086
compress,9,2500,1,7:14.06,442224,35993667729
compress,9,2500,1,7:08.52,446368,35993667729
compress,9,2500,2,7:08.19,474968,35993667729
compress,9,2500,2,7:00.65,471336,35993667729
compress,9,2500,3,7:06.81,521824,35993667729
compress,9,2500,3,7:06.67,516492,35993667729
compress,9,2500,4,7:09.20,558796,35993667729
compress,9,2500,4,7:07.29,548792,35993667729
compress,9,2500,8,7:12.19,688448,35993667729
compress,9,2500,8,7:05.61,694236,35993667729
compress,9,2000,1,5:17.70,422604,26279210087
compress,9,2000,1,5:22.03,412140,26279210087
compress,9,2000,2,5:15.27,453844,26279210087
compress,9,2000,2,5:10.13,452436,26279210087
compress,9,2000,3,5:11.44,491544,26279210087
compress,9,2000,3,5:11.28,505660,26279210087
compress,9,2000,4,5:16.47,536340,26279210087
compress,9,2000,4,5:17.08,544460,26279210087
compress,9,2000,8,5:17.70,684380,26279210087
compress,9,2000,8,5:18.39,674008,26279210087
compress,9,1500,1,3:45.27,388228,17587144198
compress,9,1500,1,3:37.43,384568,17587144198
compress,9,1500,2,3:43.03,428132,17587144198
compress,9,1500,2,3:20.83,425700,17587144198
compress,9,1500,3,3:23.88,464052,17587144198
compress,9,1500,3,3:32.29,474024,17587144198
compress,9,1500,4,3:35.62,511544,17587144198
compress,9,1500,4,3:35.44,516096,17587144198
compress,9,1500,8,3:35.60,663792,17587144198
compress,9,1500,8,3:28.96,673008,17587144198
compress,9,1000,1,2:12.57,389284,10079354473
compress,9,1000,1,2:07.86,377180,10079354473
compress,9,1000,2,2:07.87,420224,10079354473
compress,9,1000,2,2:06.99,419800,10079354473
compress,9,1000,3,2:10.10,455892,10079354473
compress,9,1000,3,2:08.15,459288,10079354473
compress,9,1000,4,2:07.56,481960,10079354473
compress,9,1000,4,2:08.48,479168,10079354473
compress,9,1000,8,2:06.98,614752,10079354473
compress,9,1000,8,2:03.52,640964,10079354473
compress,9,750,1,1:26.54,363668,6819505245
compress,9,750,1,1:29.41,362792,6819505245
compress,9,750,2,1:28.77,402896,6819505245
compress,9,750,2,1:26.82,397776,6819505245
compress,9,750,3,1:27.54,442232,6819505245
compress,9,750,3,1:24.09,447444,6819505245
compress,9,750,4,1:27.98,470532,6819505245
compress,9,750,4,1:28.61,475660,6819505245
compress,9,750,8,1:26.48,611228,6819505245
compress,9,750,8,1:24.55,632808,6819505245
compress,9,500,1,0:52.91,356000,3994148502
compress,9,500,1,0:54.43,348760,3994148502
compress,9,500,2,0:54.80,375836,3994148502
compress,9,500,2,0:54.32,402456,3994148502
compress,9,500,3,0:54.78,419308,3994148502
compress,9,500,3,0:54.59,434724,3994148502
compress,9,500,4,0:49.82,455416,3994148502
compress,9,500,4,0:53.55,479140,3994148502
compress,9,500,8,0:52.90,582836,3994148502
compress,9,500,8,0:52.57,583900,3994148502
compress,9,250,1,0:24.41,316272,1655605388
compress,9,250,1,0:25.35,327500,1655605388
compress,9,250,2,0:24.48,355932,1655605388
compress,9,250,2,0:24.99,367440,1655605388
compress,9,250,3,0:24.26,389432,1655605388
compress,9,250,3,0:23.48,407292,1655605388
compress,9,250,4,0:23.29,408120,1655605388
compress,9,250,4,0:24.16,441412,1655605388
compress,9,250,8,0:24.06,517108,1655605388
compress,9,250,8,0:24.55,518476,1655605388
compress,9,200,1,0:20.19,317760,1263991092
compress,9,200,1,0:20.61,302052,1263991092
compress,9,200,2,0:19.86,380844,1263991092
compress,9,200,2,0:19.79,366332,1263991092
compress,9,200,3,0:18.95,382620,1263991092
compress,9,200,3,0:18.96,390376,1263991092
compress,9,200,4,0:19.27,402124,1263991092
compress,9,200,4,0:18.84,423284,1263991092
compress,9,200,8,0:19.50,497560,1263991092
compress,9,200,8,0:17.49,535000,1263991092
compress,9,100,1,0:12.15,305564,581214672
compress,9,100,1,0:11.93,297644,581214672
compress,9,100,2,0:10.88,363148,581214672
compress,9,100,2,0:10.72,333696,581214672
compress,9,100,3,0:10.65,378616,581214672
compress,9,100,3,0:10.62,373436,581214672
compress,9,100,4,0:10.39,391532,581214672
compress,9,100,4,0:10.50,407404,581214672
compress,9,100,8,0:10.55,457448,581214672
compress,9,100,8,0:10.90,469204,581214672
compress,9,50,1,0:07.93,254160,295724778
compress,9,50,1,0:07.29,245292,295724778
compress,9,50,2,0:07.05,269536,295724778
compress,9,50,2,0:06.90,256616,295724778
compress,9,50,3,0:06.17,317968,295724778
compress,9,50,3,0:06.72,279408,295724778
compress,9,50,4,0:06.73,288704,295724778
compress,9,50,4,0:06.41,300696,295724778
compress,9,50,8,0:06.68,361816,295724778
compress,9,50,8,0:06.51,344312,295724778
compress,9,25,1,0:05.88,219664,174315877
compress,9,25,1,0:05.93,224256,174315877
compress,9,25,2,0:05.03,229204,174315877
compress,9,25,2,0:05.18,225792,174315877
compress,9,25,3,0:04.85,236320,174315877
compress,9,25,3,0:04.87,233244,174315877
compress,9,25,4,0:04.43,237428,174315877
compress,9,25,4,0:04.69,235656,174315877
compress,9,25,8,0:04.98,286844,174315877
compress,9,25,8,0:04.80,290004,174315877
compress,9,10,1,0:04.21,179884,102392077
compress,9,10,1,0:04.00,172848,102392077
compress,9,10,2,0:03.57,183988,102392077
compress,9,10,2,0:03.56,182880,102392077
compress,9,10,3,0:03.36,195424,102392077
compress,9,10,3,0:03.42,184232,102392077
compress,9,10,4,0:03.11,186788,102392077
compress,9,10,4,0:03.29,185064,102392077
compress,9,10,8,0:03.44,203712,102392077
compress,9,10,8,0:03.44,228772,102392077
compress,9,5,1,0:03.32,131940,73324933
compress,9,5,1,0:03.36,136356,73324933
compress,9,5,2,0:02.80,139040,73324933
compress,9,5,2,0:02.78,129224,73324933
compress,9,5,3,0:02.53,142204,73324933
compress,9,5,3,0:02.67,133980,73324933
compress,9,5,4,0:02.62,144980,73324933
compress,9,5,4,0:02.59,146160,73324933
compress,9,5,8,0:02.98,181396,73324933
compress,9,5,8,0:02.85,186628,73324933
compress,9,2,1,0:02.13,87532,40157386
compress,9,2,1,0:02.13,91580,40157386
compress,9,2,2,0:01.87,90116,40157386
compress,9,2,2,0:01.85,98068,40157386
compress,9,2,3,0:01.75,98460,40157386
compress,9,2,3,0:01.74,98556,40157386
compress,9,2,4,0:01.83,102556,40157386
compress,9,2,4,0:01.71,105548,40157386
compress,9,2,8,0:01.91,138168,40157386
compress,9,2,8,0:01.92,124220,40157386
compress,9,1,1,0:01.71,82196,27706642
compress,9,1,1,0:01.58,81344,27706642
compress,9,1,2,0:01.40,84884,27706642
compress,9,1,2,0:01.47,86484,27706642
compress,9,1,3,0:01.40,88160,27706642
compress,9,1,3,0:01.40,88688,27706642
compress,9,1,4,0:01.32,94656,27706642
compress,9,1,4,0:01.36,92748,27706642
compress,9,1,8,0:01.45,99588,27706642
compress,9,1,8,0:01.36,99140,27706642
compress,16,2500,1,5:29.53,441280,27275372665
compress,16,2500,1,5:29.15,439300,27275372665
compress,16,2500,2,5:21.85,480576,27275372665
compress,16,2500,2,5:34.40,476576,27275372665
compress,16,2500,3,5:27.53,513820,27275372665
compress,16,2500,3,5:26.41,515556,27275372665
compress,16,2500,4,5:27.30,551776,27275372665
compress,16,2500,4,5:31.15,542444,27275372665
compress,16,2500,8,5:21.89,675800,27275372665
compress,16,2500,8,5:22.83,729032,27275372665
compress,16,2000,1,3:58.60,413352,19952842670
compress,16,2000,1,3:56.48,430076,19952842670
compress,16,2000,2,4:01.24,449936,19952842670
compress,16,2000,2,4:03.50,442572,19952842670
compress,16,2000,3,3:51.77,478600,19952842670
compress,16,2000,3,3:58.98,496864,19952842670
compress,16,2000,4,4:05.49,530092,19952842670
compress,16,2000,4,3:50.55,537432,19952842670
compress,16,2000,8,3:54.20,652072,19952842670
compress,16,2000,8,4:04.08,654508,19952842670
compress,16,1500,1,2:45.91,390468,13326923615
compress,16,1500,1,2:44.12,393352,13326923615
compress,16,1500,2,2:47.31,418084,13326923615
compress,16,1500,2,2:43.89,415924,13326923615
compress,16,1500,3,2:40.93,474600,13326923615
compress,16,1500,3,2:35.23,472588,13326923615
compress,16,1500,4,2:47.16,507764,13326923615
compress,16,1500,4,2:41.99,536760,13326923615
compress,16,1500,8,2:46.67,661768,13326923615
compress,16,1500,8,2:37.80,673936,13326923615
compress,16,1000,1,1:32.45,363264,7576212329
compress,16,1000,1,1:32.23,352488,7576212329
compress,16,1000,2,1:36.97,405420,7576212329
compress,16,1000,2,1:35.29,404092,7576212329
compress,16,1000,3,1:35.82,447260,7576212329
compress,16,1000,3,1:35.77,416220,7576212329
compress,16,1000,4,1:37.42,479732,7576212329
compress,16,1000,4,1:36.41,478644,7576212329
compress,16,1000,8,1:35.04,594620,7576212329
compress,16,1000,8,1:35.49,588672,7576212329
compress,16,750,1,1:07.60,329716,5116011528
compress,16,750,1,1:01.35,337156,5116011528
compress,16,750,2,1:06.27,377060,5116011528
compress,16,750,2,0:58.64,374920,5116011528
compress,16,750,3,1:05.67,413740,5116011528
compress,16,750,3,1:07.16,418728,5116011528
compress,16,750,4,1:05.89,434320,5116011528
compress,16,750,4,1:06.33,440132,5116011528
compress,16,750,8,1:06.94,553472,5116011528
compress,16,750,8,1:05.45,564284,5116011528
compress,16,500,1,0:40.71,313092,2988219730
compress,16,500,1,0:40.93,310052,2988219730
compress,16,500,2,0:39.59,350580,2988219730
compress,16,500,2,0:40.64,359792,2988219730
compress,16,500,3,0:40.23,389128,2988219730
compress,16,500,3,0:34.66,379236,2988219730
compress,16,500,4,0:40.14,407456,2988219730
compress,16,500,4,0:38.75,425804,2988219730
compress,16,500,8,0:40.26,529856,2988219730
compress,16,500,8,0:41.28,522520,2988219730
compress,16,250,1,0:17.03,298692,1219560394
compress,16,250,1,0:19.40,301052,1219560394
compress,16,250,2,0:17.57,342340,1219560394
compress,16,250,2,0:18.75,360796,1219560394
compress,16,250,3,0:15.65,384800,1219560394
compress,16,250,3,0:15.94,390268,1219560394
compress,16,250,4,0:18.83,404220,1219560394
compress,16,250,4,0:15.58,415208,1219560394
compress,16,250,8,0:17.59,509528,1219560394
compress,16,250,8,0:17.78,510344,1219560394
compress,16,200,1,0:16.56,259492,931995089
compress,16,200,1,0:16.26,254428,931995089
compress,16,200,2,0:15.03,274196,931995089
compress,16,200,2,0:14.80,286968,931995089
compress,16,200,3,0:14.64,306800,931995089
compress,16,200,3,0:12.79,293112,931995089
compress,16,200,4,0:14.55,316368,931995089
compress,16,200,4,0:14.22,329920,931995089
compress,16,200,8,0:14.95,411084,931995089
compress,16,200,8,0:12.54,418812,931995089
compress,16,100,1,0:08.27,242144,424289725
compress,16,100,1,0:09.00,232108,424289725
compress,16,100,2,0:07.27,260644,424289725
compress,16,100,2,0:08.62,255452,424289725
compress,16,100,3,0:08.11,293020,424289725
compress,16,100,3,0:06.98,273876,424289725
compress,16,100,4,0:08.25,302500,424289725
compress,16,100,4,0:08.18,306368,424289725
compress,16,100,8,0:08.36,328644,424289725
compress,16,100,8,0:07.24,377000,424289725
compress,16,50,1,0:05.91,214540,218373644
compress,16,50,1,0:05.97,217188,218373644
compress,16,50,2,0:05.32,249160,218373644
compress,16,50,2,0:05.15,245864,218373644
compress,16,50,3,0:04.92,249072,218373644
compress,16,50,3,0:04.93,250024,218373644
compress,16,50,4,0:04.80,249172,218373644
compress,16,50,4,0:04.86,259360,218373644
compress,16,50,8,0:04.91,264184,218373644
compress,16,50,8,0:04.79,285032,218373644
compress,16,25,1,0:04.11,141248,120030799
compress,16,25,1,0:04.20,147100,120030799
compress,16,25,2,0:03.68,154328,120030799
compress,16,25,2,0:03.63,148204,120030799
compress,16,25,3,0:03.47,152408,120030799
compress,16,25,3,0:03.49,175124,120030799
compress,16,25,4,0:03.50,183944,120030799
compress,16,25,4,0:03.36,186928,120030799
compress,16,25,8,0:03.58,224844,120030799
compress,16,25,8,0:03.61,195744,120030799
compress,16,10,1,0:03.00,120684,68638786
compress,16,10,1,0:03.01,128884,68638786
compress,16,10,2,0:02.54,134756,68638786
compress,16,10,2,0:02.67,132348,68638786
compress,16,10,3,0:02.43,137508,68638786
compress,16,10,3,0:02.39,135772,68638786
compress,16,10,4,0:02.37,140120,68638786
compress,16,10,4,0:02.46,147320,68638786
compress,16,10,8,0:02.60,169080,68638786
compress,16,10,8,0:02.60,191176,68638786
compress,16,5,1,0:02.31,101952,45457155
compress,16,5,1,0:02.28,101524,45457155
compress,16,5,2,0:01.99,105836,45457155
compress,16,5,2,0:01.94,106492,45457155
compress,16,5,3,0:01.86,109548,45457155
compress,16,5,3,0:01.91,109364,45457155
compress,16,5,4,0:01.91,113132,45457155
compress,16,5,4,0:01.83,113520,45457155
compress,16,5,8,0:01.91,132920,45457155
compress,16,5,8,0:02.10,140404,45457155
compress,16,2,1,0:01.93,81624,32837321
compress,16,2,1,0:01.92,81544,32837321
compress,16,2,2,0:01.68,84956,32837321
compress,16,2,2,0:01.67,88492,32837321
compress,16,2,3,0:01.63,92584,32837321
compress,16,2,3,0:01.57,91992,32837321
compress,16,2,4,0:01.55,101396,32837321
compress,16,2,4,0:01.56,99560,32837321
compress,16,2,8,0:01.73,116584,32837321
compress,16,2,8,0:01.73,122196,32837321
compress,16,1,1,0:01.59,77404,24196854
compress,16,1,1,0:01.58,79616,24196854
compress,16,1,2,0:01.46,80696,24196854
compress,16,1,2,0:01.48,81032,24196854
compress,16,1,3,0:01.33,88080,24196854
compress,16,1,3,0:01.37,89256,24196854
compress,16,1,4,0:01.37,94704,24196854
compress,16,1,4,0:01.28,95260,24196854
compress,16,1,8,0:01.32,96856,24196854
compress,16,1,8,0:01.47,101968,24196854
compress,7,2500,1,9:16.83,466092,47680673231
compress,7,2500,1,9:17.69,453872,47680673231
compress,7,2500,2,9:20.32,504228,47680673231
compress,7,2500,2,9:29.95,494144,47680673231
compress,7,2500,3,9:35.10,542332,47680673231
compress,7,2500,3,9:15.29,545164,47680673231
compress,7,2500,4,9:20.88,557244,47680673231
compress,7,2500,4,9:23.21,581348,47680673231
compress,7,2500,8,9:28.90,719792,47680673231
compress,7,2500,8,9:26.47,713400,47680673231
compress,7,2000,1,7:05.79,446040,34958073711
compress,7,2000,1,7:01.80,431176,34958073711
compress,7,2000,2,6:55.02,474836,34958073711
compress,7,2000,2,6:50.26,466656,34958073711
compress,7,2000,3,6:57.17,545876,34958073711
compress,7,2000,3,7:02.51,538828,34958073711
compress,7,2000,4,6:57.49,557868,34958073711
compress,7,2000,4,6:58.07,567416,34958073711
compress,7,2000,8,7:00.66,727192,34958073711
compress,7,2000,8,7:03.56,688848,34958073711
compress,7,1500,1,4:48.93,402468,23410957435
compress,7,1500,1,4:53.53,384764,23410957435
compress,7,1500,2,4:43.25,422896,23410957435
compress,7,1500,2,4:41.21,421052,23410957435
compress,7,1500,3,4:47.72,471516,23410957435
compress,7,1500,3,4:53.60,459584,23410957435
compress,7,1500,4,4:48.34,526320,23410957435
compress,7,1500,4,4:51.39,492732,23410957435
compress,7,1500,8,4:47.28,693556,23410957435
compress,7,1500,8,4:47.09,670308,23410957435
compress,7,1000,1,2:46.95,379200,13397223912
compress,7,1000,1,2:46.14,377508,13397223912
compress,7,1000,2,2:50.71,402920,13397223912
compress,7,1000,2,2:50.26,423896,13397223912
compress,7,1000,3,2:32.50,472676,13397223912
compress,7,1000,3,2:48.57,463772,13397223912
compress,7,1000,4,2:49.82,498968,13397223912
compress,7,1000,4,2:45.26,490936,13397223912
compress,7,1000,8,2:50.92,662284,13397223912
compress,7,1000,8,2:51.89,642780,13397223912
compress,7,750,1,2:01.85,353184,9102441842
compress,7,750,1,1:57.56,358088,9102441842
compress,7,750,2,1:56.39,404388,9102441842
compress,7,750,2,1:57.64,391892,9102441842
compress,7,750,3,1:56.29,427212,9102441842
compress,7,750,3,1:57.52,431844,9102441842
compress,7,750,4,1:56.53,459840,9102441842
compress,7,750,4,1:58.96,473164,9102441842
compress,7,750,8,1:56.63,604836,9102441842
compress,7,750,8,2:01.67,641296,9102441842
compress,7,500,1,1:09.73,367848,5323575357
compress,7,500,1,1:12.68,374948,5323575357
compress,7,500,2,1:12.40,415124,5323575357
compress,7,500,2,1:11.68,406176,5323575357
compress,7,500,3,1:07.63,451704,5323575357
compress,7,500,3,1:12.05,446644,5323575357
compress,7,500,4,1:08.45,477976,5323575357
compress,7,500,4,1:11.95,470008,5323575357
compress,7,500,8,1:10.69,602704,5323575357
compress,7,500,8,1:10.54,628212,5323575357
compress,7,250,1,0:34.15,350696,2235100411
compress,7,250,1,0:34.75,365220,2235100411
compress,7,250,2,0:31.01,398488,2235100411
compress,7,250,2,0:33.88,390808,2235100411
compress,7,250,3,0:33.05,416312,2235100411
compress,7,250,3,0:33.14,427012,2235100411
compress,7,250,4,0:32.53,462736,2235100411
compress,7,250,4,0:33.17,459168,2235100411
compress,7,250,8,0:32.27,614236,2235100411
compress,7,250,8,0:32.31,597152,2235100411
compress,7,200,1,0:27.50,332292,1701570331
compress,7,200,1,0:27.34,346212,1701570331
compress,7,200,2,0:25.70,355548,1701570331
compress,7,200,2,0:27.16,368588,1701570331
compress,7,200,3,0:25.50,416276,1701570331
compress,7,200,3,0:25.06,418288,1701570331
compress,7,200,4,0:25.79,445568,1701570331
compress,7,200,4,0:26.46,428500,1701570331
compress,7,200,8,0:24.44,579296,1701570331
compress,7,200,8,0:25.80,561160,1701570331
compress,7,100,1,0:13.94,301524,776474431
compress,7,100,1,0:14.43,323064,776474431
compress,7,100,2,0:13.77,349024,776474431
compress,7,100,2,0:13.70,356564,776474431
compress,7,100,3,0:12.86,384660,776474431
compress,7,100,3,0:11.92,389236,776474431
compress,7,100,4,0:13.73,399536,776474431
compress,7,100,4,0:13.79,417272,776474431
compress,7,100,8,0:13.14,496488,776474431
compress,7,100,8,0:14.32,505100,776474431
compress,7,50,1,0:09.48,293928,396932726
compress,7,50,1,0:09.33,294092,396932726
compress,7,50,2,0:08.74,341372,396932726
compress,7,50,2,0:07.66,328672,396932726
compress,7,50,3,0:08.27,357092,396932726
compress,7,50,3,0:08.06,355168,396932726
compress,7,50,4,0:07.39,391648,396932726
compress,7,50,4,0:08.04,414536,396932726
compress,7,50,8,0:08.97,472152,396932726
compress,7,50,8,0:08.12,462896,396932726
compress,7,25,1,0:07.37,239428,224574138
compress,7,25,1,0:07.46,244868,224574138
compress,7,25,2,0:06.44,245312,224574138
compress,7,25,2,0:06.38,249716,224574138
compress,7,25,3,0:06.18,257028,224574138
compress,7,25,3,0:06.12,255836,224574138
compress,7,25,4,0:05.92,251020,224574138
compress,7,25,4,0:05.90,262308,224574138
compress,7,25,8,0:05.48,345012,224574138
compress,7,25,8,0:06.12,281252,224574138
compress,7,10,1,0:04.72,186580,114403134
compress,7,10,1,0:04.85,184708,114403134
compress,7,10,2,0:03.98,181880,114403134
compress,7,10,2,0:04.10,183332,114403134
compress,7,10,3,0:03.65,182456,114403134
compress,7,10,3,0:03.93,188644,114403134
compress,7,10,4,0:03.59,193800,114403134
compress,7,10,4,0:03.59,190680,114403134
compress,7,10,8,0:03.92,232164,114403134
compress,7,10,8,0:03.75,225232,114403134
compress,7,5,1,0:03.77,136812,87327275
compress,7,5,1,0:03.90,144524,87327275
compress,7,5,2,0:03.26,143484,87327275
compress,7,5,2,0:03.20,148976,87327275
compress,7,5,3,0:03.16,167156,87327275
compress,7,5,3,0:03.14,154552,87327275
compress,7,5,4,0:03.10,157472,87327275
compress,7,5,4,0:03.02,156132,87327275
compress,7,5,8,0:03.51,223556,87327275
compress,7,5,8,0:03.47,200224,87327275
compress,7,2,1,0:03.03,125688,62165295
compress,7,2,1,0:03.07,127332,62165295
compress,7,2,2,0:02.68,122912,62165295
compress,7,2,2,0:02.62,131380,62165295
compress,7,2,3,0:02.46,132988,62165295
compress,7,2,3,0:02.48,131736,62165295
compress,7,2,4,0:02.35,142216,62165295
compress,7,2,4,0:02.38,140484,62165295
compress,7,2,8,0:02.73,166736,62165295
compress,7,2,8,0:02.55,170408,62165295
compress,7,1,1,0:02.02,90560,37233425
compress,7,1,1,0:01.97,86556,37233425
compress,7,1,2,0:01.76,94676,37233425
compress,7,1,2,0:01.75,91280,37233425
compress,7,1,3,0:01.65,96096,37233425
compress,7,1,3,0:01.69,99164,37233425
compress,7,1,4,0:01.66,103660,37233425
compress,7,1,4,0:01.67,109760,37233425
compress,7,1,8,0:01.85,118016,37233425
compress,7,1,8,0:01.65,125632,37233425
compress,18,2500,1,4:36.35,447404,22919708499
compress,18,2500,1,4:34.92,449788,22919708499
compress,18,2500,2,4:35.96,487340,22919708499
compress,18,2500,2,4:24.70,480064,22919708499
compress,18,2500,3,4:30.38,531084,22919708499
compress,18,2500,3,4:38.25,521736,22919708499
compress,18,2500,4,4:32.98,545724,22919708499
compress,18,2500,4,4:29.16,544632,22919708499
compress,18,2500,8,4:34.03,726712,22919708499
compress,18,2500,8,4:34.93,692168,22919708499
compress,18,2000,1,3:31.91,437148,16758236202
compress,18,2000,1,3:25.71,417596,16758236202
compress,18,2000,2,3:27.62,443452,16758236202
compress,18,2000,2,3:25.61,451976,16758236202
compress,18,2000,3,3:03.49,482876,16758236202
